feedback_id,session_id,exercise_id,difficulty_1_10,mmc_1_10,discomfort_1_10
2020,406,228,7.7,8.4,1.6
2021,406,136,5.9,9.1,2.0
2022,406,328,7.8,8.1,1.0
2023,407,401,6.0,7.9,2.3
2024,407,159,5.4,7.5,1.9
2025,407,287,6.5,6.7,0.7
2026,407,71,4.3,9.3,1.5
2027,407,130,3.4,6.3,2.5
2028,408,196,7.5,9.0,2.6
2029,408,398,5.2,9.6,3.4
2030,408,392,7.4,7.8,2.0
2031,408,324,5.0,7.7,1.8
2032,408,404,5.4,9.4,1.1
2033,408,80,6.6,7.6,2.6
2034,409,219,4.5,7.5,0.0
2035,409,334,6.1,8.5,1.8
2036,409,107,6.1,8.2,2.5
2037,409,319,8.8,9.0,1.6
2038,409,380,4.2,6.0,0.5
2039,410,10,4.7,10.0,0.5
2040,410,169,6.1,8.5,2.7
2041,410,79,5.2,9.1,1.8
2042,410,199,6.8,8.7,0.6
2043,410,353,5.3,10.0,1.6
2044,410,255,6.4,7.7,2.9
2045,411,115,6.9,10.0,4.6
2046,411,180,9.7,8.5,4.2
2047,411,417,8.7,9.1,1.4
2048,411,9,5.8,8.2,2.2
2049,412,185,6.8,10.0,4.1
2050,412,127,4.8,9.2,1.8
2051,412,70,6.8,8.1,2.0
2052,412,298,7.8,8.3,4.1
2053,413,32,4.2,9.1,3.6
2054,413,180,5.6,9.4,3.8
2055,413,115,5.4,6.7,2.1
2056,413,135,4.8,8.9,1.2
2057,413,247,7.3,8.6,3.4
2058,413,95,5.5,8.5,2.6
2059,414,344,5.9,6.9,1.7
2060,414,179,5.4,8.6,2.9
2061,414,130,6.9,6.5,1.4
2062,414,336,3.8,8.4,1.5
2063,414,318,7.1,10.0,3.4
2064,415,70,5.3,9.1,3.2
2065,415,280,4.2,9.8,1.6
2066,415,5,7.5,10.0,5.3
2067,415,92,6.3,8.2,3.4
2068,415,42,5.5,9.4,0.2
2069,415,46,7.1,5.0,1.8
2070,416,203,6.4,10.0,1.5
2071,416,90,7.3,9.6,1.7
2072,416,34,6.8,6.0,1.7
2073,416,374,5.7,7.8,1.0
2074,416,19,6.6,8.5,2.5
2075,417,278,6.3,10.0,2.7
2076,417,212,6.7,8.5,3.0
2077,417,353,4.2,10.0,1.5
2078,417,42,6.5,8.4,0.8
2079,418,18,8.6,8.2,3.7
2080,418,7,5.5,6.5,2.5
2081,418,217,7.5,6.2,2.0
2082,418,80,4.6,8.8,1.7
2083,419,300,5.0,9.8,2.5
2084,419,192,4.7,6.6,0.0
2085,419,153,9.1,9.2,2.1
2086,419,90,5.9,7.5,1.8
2087,419,349,6.7,8.3,2.1
2088,420,27,6.0,9.0,0.5
2089,420,69,6.6,7.4,2.7
2090,420,243,6.2,7.0,0.0
2091,420,162,6.0,8.2,1.7
2092,420,71,5.9,6.5,2.3
2093,421,298,7.5,9.0,1.7
2094,421,116,8.2,8.4,2.6
2095,421,392,8.0,8.8,1.7
2096,421,79,3.8,7.1,1.3
2097,422,23,4.6,9.7,0.7
2098,422,394,8.6,9.9,3.8
2099,422,49,5.0,7.7,3.0
2100,422,12,4.6,9.2,2.7
2101,423,113,4.4,8.4,2.1
2102,423,46,5.7,8.4,1.8
2103,423,291,4.8,7.2,3.3
2104,423,163,7.0,9.7,3.2
2105,423,128,6.9,7.7,2.2
2106,424,419,6.5,7.3,2.1
2107,424,221,3.8,9.6,1.0
2108,424,13,5.3,8.7,2.2
2109,424,243,4.4,7.9,2.2
2110,424,198,5.8,6.9,1.2
2111,424,253,6.9,7.7,4.6
2112,425,282,4.9,10.0,1.6
2113,425,260,6.8,8.7,2.7
2114,425,5,2.9,6.1,1.5
2115,425,176,3.2,10.0,2.6
2116,425,10,5.5,7.5,3.2
2117,425,265,6.5,10.0,3.1
2118,426,380,5.0,8.7,1.3
2119,426,333,7.2,9.2,0.3
2120,426,174,7.6,8.1,0.6
2121,426,111,3.9,7.3,3.5
2122,426,401,4.5,6.6,2.9
2123,427,393,6.4,8.8,1.3
2124,427,54,7.6,8.0,2.2
2125,427,223,6.7,8.5,2.8
2126,427,153,4.2,10.0,0.9
2127,428,299,7.1,10.0,2.6
2128,428,48,6.1,8.5,3.7
2129,428,85,6.6,6.2,0.5
2130,428,72,5.1,9.1,3.1
2131,429,143,5.1,8.6,4.5
2132,429,370,7.5,7.0,2.5
2133,429,271,4.5,7.2,1.9
2134,429,283,9.3,8.5,1.6
2135,429,222,6.7,8.9,0.8
2136,429,75,5.9,9.3,3.2
2137,430,171,7.0,6.7,2.9
2138,430,65,3.6,8.8,1.4
2139,430,416,7.3,9.1,3.9
2140,430,116,6.7,8.0,2.5
2141,430,301,7.4,7.5,1.2
2142,431,244,5.5,7.5,2.7
2143,431,72,6.9,8.4,3.1
2144,431,361,4.9,10.0,2.8
2145,431,168,7.3,7.6,2.4
2146,432,56,7.5,8.0,1.9
2147,432,168,6.6,9.1,1.5
2148,432,390,5.3,6.9,3.3
2149,432,377,6.5,9.4,3.4
2150,432,75,5.6,9.1,2.5
2151,432,50,3.9,8.4,2.4
2152,433,177,5.2,10.0,2.1
2153,433,151,8.7,9.6,2.8
2154,433,99,7.0,6.8,2.9
2155,433,80,6.1,7.0,1.7
2156,434,272,5.5,8.6,3.6
2157,434,109,5.1,9.0,2.1
2158,434,19,5.8,8.4,3.5
2159,434,206,7.1,7.8,1.8
2160,434,95,5.6,7.8,4.0
2161,435,316,6.8,8.4,2.4
2162,435,97,6.0,8.7,1.8
2163,435,321,9.2,9.6,2.7
2164,435,71,5.4,8.0,3.1
2165,435,138,6.4,10.0,4.3
2166,436,351,9.4,9.1,2.5
2167,436,357,6.8,8.4,1.6
2168,436,232,5.5,10.0,3.3
2169,436,131,6.2,7.5,0.0
2170,436,9,5.9,7.9,2.2
2171,437,237,9.3,7.2,0.7
2172,437,331,6.1,9.3,1.9
2173,437,387,6.4,9.6,1.2
2174,437,205,9.4,7.9,3.5
2175,438,129,7.3,6.6,1.9
2176,438,102,6.1,7.7,2.1
2177,438,130,6.1,9.4,2.7
2178,438,105,6.4,8.5,4.0
2179,438,368,5.3,8.0,0.5
2180,439,404,5.8,9.1,1.2
2181,439,70,7.9,7.4,0.3
2182,439,325,7.0,8.1,2.1
2183,439,7,6.5,8.1,1.2
2184,440,386,5.2,10.0,1.1
2185,440,322,6.3,9.3,2.5
2186,440,414,7.7,6.7,3.1
2187,440,315,6.9,9.2,3.4
2188,440,406,4.5,9.7,1.8
2189,441,126,4.4,10.0,2.6
2190,441,419,9.0,7.8,1.7
2191,441,121,7.3,9.7,3.2
2192,441,122,8.0,9.6,1.7
2193,441,243,6.1,7.0,1.7
2194,442,185,7.0,10.0,2.0
2195,442,70,4.7,6.0,2.1
2196,442,282,6.9,8.7,3.9
2197,442,324,7.0,8.1,1.9
2198,443,223,5.2,7.6,1.4
2199,443,36,6.6,8.5,0.5
2200,443,17,6.3,9.2,2.1
2201,443,32,8.3,7.4,4.0
2202,444,201,4.7,9.8,1.0
2203,444,326,5.1,8.5,2.3
2204,444,156,6.7,10.0,0.7
2205,444,221,6.1,8.0,0.4
2206,444,347,7.3,7.1,2.9
2207,445,103,5.4,9.2,2.2
2208,445,323,8.0,7.7,3.3
2209,445,163,8.3,9.6,2.4
2210,445,379,5.0,8.2,2.4
2211,445,365,6.3,8.4,1.5
2212,446,175,8.6,8.3,1.6
2213,446,224,7.7,9.6,1.6
2214,446,417,6.3,6.7,2.8
2215,446,374,4.3,8.2,2.2
2216,446,247,4.9,9.3,3.2
2217,446,203,9.9,8.9,2.7
2218,447,405,7.3,10.0,3.3
2219,447,233,6.3,9.2,1.2
2220,447,239,6.5,6.6,2.6
2221,447,317,4.8,7.1,1.6
2222,447,355,5.7,8.3,1.5
2223,448,330,7.3,7.8,2.1
2224,448,265,6.7,7.0,1.8
2225,448,128,6.5,8.4,3.2
2226,448,416,7.4,8.5,1.9
2227,448,260,5.8,10.0,2.4
2228,448,194,3.2,8.2,2.0
2229,449,351,4.5,9.0,1.7
2230,449,115,7.1,8.1,2.9
2231,449,81,6.4,8.4,4.2
2232,449,294,7.3,8.4,2.3
2233,449,382,6.3,7.7,0.4
2234,450,420,6.5,9.3,1.2
2235,450,373,7.0,8.8,1.3
2236,450,87,5.5,9.3,3.3
2237,450,168,6.5,8.9,1.9
2238,450,74,4.7,8.5,2.5
2239,450,170,5.5,8.2,1.9
2240,451,101,6.6,7.6,2.2
2241,451,128,8.8,8.2,3.1
2242,451,151,8.1,9.0,4.5
2243,451,276,6.7,7.8,3.1
2244,451,46,6.1,8.4,2.1
2245,451,260,6.0,7.1,3.3
2246,452,36,6.9,6.7,3.2
2247,452,227,6.8,7.8,2.0
2248,452,115,7.2,8.0,2.3
2249,452,125,8.7,7.9,1.9
2250,452,247,8.1,7.5,2.6
2251,453,173,5.8,8.9,1.6
2252,453,111,4.4,7.2,0.8
2253,453,230,5.6,7.9,1.6
2254,453,402,5.9,9.3,1.3
2255,454,410,8.2,8.8,3.7
2256,454,374,6.6,8.8,1.9
2257,454,203,4.6,7.6,1.0
2258,454,53,6.0,8.6,3.8
2259,455,310,6.6,10.0,1.6
2260,455,159,6.4,8.4,1.7
2261,455,356,7.0,8.2,1.1
2262,455,141,7.2,7.6,3.3
2263,455,50,5.3,8.3,1.6
2264,456,250,8.4,9.5,2.9
2265,456,365,6.5,8.4,3.9
2266,456,379,5.8,7.9,2.7
2267,456,261,5.4,9.8,1.6
2268,457,352,8.0,8.9,1.9
2269,457,31,7.1,7.6,1.3
2270,457,321,6.5,8.0,1.9
2271,457,72,5.5,7.1,4.1
2272,457,309,7.8,9.4,2.1
2273,458,246,9.9,9.4,3.3
2274,458,128,7.1,7.6,3.5
2275,458,324,9.5,8.4,1.5
2276,458,161,5.6,7.1,4.0
2277,458,79,6.0,6.1,2.8
2278,458,291,2.4,8.1,0.8
2279,459,185,4.0,9.5,1.1
2280,459,42,7.6,9.2,3.7
2281,459,116,8.6,9.6,2.1
2282,459,255,7.7,10.0,3.3
2283,459,260,6.6,7.9,2.9
2284,459,164,6.1,8.5,2.0
2285,460,274,4.6,9.5,1.9
2286,460,252,5.9,9.1,2.1
2287,460,258,3.9,10.0,1.6
2288,460,173,5.2,8.7,0.5
2289,460,159,9.5,8.8,3.3
2290,460,368,6.7,7.1,1.6
2291,461,382,5.2,8.2,1.1
2292,461,29,7.7,10.0,1.5
2293,461,227,7.0,9.0,3.1
2294,461,54,5.2,9.6,3.1
2295,462,317,4.0,7.7,0.3
2296,462,244,8.4,5.9,3.7
2297,462,295,7.0,10.0,2.4
2298,462,253,7.7,8.2,2.1
2299,462,405,4.4,6.2,1.6
2300,463,10,6.5,10.0,1.9
2301,463,128,5.9,8.4,1.6
2302,463,161,6.6,6.8,2.1
2303,463,276,8.4,9.4,2.6
2304,463,353,5.4,7.9,2.1
2305,463,63,7.4,9.9,4.0
2306,464,39,4.8,9.4,2.3
2307,464,283,4.8,8.5,1.7
2308,464,279,5.1,9.9,2.3
2309,464,373,5.6,7.9,1.9
2310,465,109,6.8,7.6,0.6
2311,465,58,5.6,7.1,2.6
2312,465,152,6.3,7.1,1.7
2313,465,205,6.4,8.0,2.4
2314,465,125,7.0,9.0,3.7
2315,466,39,6.7,8.0,2.1
2316,466,316,4.1,8.4,1.5
2317,466,418,5.0,6.0,3.5
2318,466,403,7.2,8.9,2.5
2319,466,50,4.7,10.0,2.6
2320,467,264,6.3,10.0,2.3
2321,467,216,7.3,8.1,2.1
2322,467,196,6.7,7.2,2.5
2323,467,298,8.2,7.9,2.3
2324,468,33,7.7,7.4,2.7
2325,468,315,4.5,9.7,1.2
2326,468,23,6.8,7.3,2.6
2327,468,327,5.7,9.7,2.8
2328,468,153,7.3,8.4,1.5
2329,469,162,8.0,9.6,3.8
2330,469,356,7.3,7.5,1.4
2331,469,295,6.7,9.8,2.5
2332,469,401,7.2,9.5,4.6
2333,470,176,6.7,8.4,1.1
2334,470,92,5.6,9.2,2.3
2335,470,42,4.9,8.5,3.6
2336,470,119,3.6,6.8,1.1
2337,470,65,7.0,10.0,2.8
2338,470,325,6.2,8.4,0.8
2339,471,138,8.1,9.1,2.5
2340,471,348,3.9,7.8,2.3
2341,471,230,6.1,7.3,3.7
2342,471,380,7.9,7.5,3.2
2343,471,244,8.3,8.6,3.7
2344,472,7,5.3,7.9,2.9
2345,472,155,4.2,10.0,3.2
2346,472,128,5.2,8.1,2.1
2347,472,204,6.8,10.0,3.8
2348,472,51,5.5,9.5,1.6
2349,473,324,6.7,7.4,3.9
2350,473,250,7.4,8.6,3.0
2351,473,116,6.5,8.3,0.9
2352,473,103,3.4,4.9,2.2
2353,473,18,4.8,7.0,1.6
2354,473,127,7.0,7.2,1.3
2355,474,61,7.2,9.1,1.0
2356,474,214,6.6,8.5,2.2
2357,474,247,6.6,7.8,3.5
2358,474,197,5.5,9.2,3.4
2359,474,88,6.1,8.5,2.2
2360,475,13,7.2,7.6,4.7
2361,475,198,5.8,8.5,1.7
2362,475,233,6.1,10.0,0.0
2363,475,403,4.5,9.1,1.9
2364,475,419,6.9,8.2,1.9
2365,476,298,1.8,8.0,1.4
2366,476,242,3.6,9.2,1.6
2367,476,10,4.9,7.9,3.8
2368,476,261,6.2,6.3,3.2
2369,476,199,5.2,8.3,2.6
2370,477,77,4.0,7.0,3.8
2371,477,197,7.8,6.7,2.3
2372,477,205,5.7,10.0,0.4
2373,477,339,7.1,10.0,3.6
2374,478,388,7.2,7.0,1.9
2375,478,195,7.2,9.4,3.2
2376,478,106,6.9,9.5,3.5
2377,478,37,4.8,8.0,3.0
2378,479,317,5.3,9.4,2.5
2379,479,239,5.4,10.0,1.9
2380,479,352,3.0,8.2,0.7
2381,479,97,6.2,7.9,2.1
2382,480,65,5.1,8.4,2.0
2383,480,177,7.4,7.7,3.1
2384,480,169,7.3,6.8,4.0
2385,480,208,6.3,6.8,3.0
2386,481,134,4.7,10.0,1.9
2387,481,281,6.3,7.4,5.3
2388,481,157,4.4,7.4,1.3
2389,481,135,6.4,9.1,1.4
2390,482,304,5.9,7.9,1.3
2391,482,281,5.7,6.5,2.8
2392,482,57,4.7,8.8,1.1
2393,482,29,8.2,8.9,2.4
2394,482,193,4.1,7.7,3.0
2395,483,66,6.4,9.5,2.1
2396,483,50,5.0,7.5,1.8
2397,483,150,6.7,7.4,2.3
2398,483,285,7.3,5.5,2.6
2399,484,393,7.8,8.4,3.0
2400,484,154,4.7,6.2,3.0
2401,484,21,7.1,10.0,2.1
2402,484,399,7.2,10.0,0.7
2403,484,223,6.7,8.8,3.1
2404,484,57,5.1,9.5,2.9
2405,485,301,5.0,8.8,2.1
2406,485,231,4.7,6.6,3.3
2407,485,240,6.5,8.7,0.7
2408,485,276,5.2,5.5,2.3
2409,486,316,4.2,7.3,0.4
2410,486,173,6.3,9.7,3.7
2411,486,378,7.2,7.4,2.8
2412,486,245,6.1,9.1,1.8
2413,486,403,5.1,7.9,3.3
2414,486,159,7.3,10.0,1.8
2415,487,265,5.7,7.1,0.9
2416,487,229,6.6,7.4,2.1
2417,487,171,8.8,6.0,2.7
2418,487,76,5.2,9.4,0.0
2419,487,99,8.3,7.2,2.0
2420,487,240,9.3,7.9,4.7
2421,488,175,7.0,7.9,4.3
2422,488,157,7.6,8.6,3.0
2423,488,134,6.6,7.7,2.7
2424,488,180,8.0,7.0,1.9
2425,488,32,6.3,5.8,1.7
2426,488,131,7.7,8.1,3.6
2427,489,128,5.7,7.7,2.1
2428,489,4,6.9,9.0,1.2
2429,489,42,4.4,6.8,2.2
2430,489,80,3.8,7.2,2.5
2431,489,101,6.5,7.6,2.1
2432,489,240,5.8,7.3,1.3
2433,490,312,6.1,7.1,3.1
2434,490,299,5.8,6.7,0.6
2435,490,82,5.7,8.7,1.5
2436,490,121,5.6,6.9,2.5
2437,490,226,7.2,6.5,4.2
2438,491,195,5.9,7.0,1.6
2439,491,380,6.4,7.7,2.6
2440,491,126,8.4,6.1,0.5
2441,491,218,5.4,9.6,1.8
2442,491,150,4.5,10.0,2.4
2443,491,75,6.6,7.8,3.1
2444,492,253,9.0,8.7,4.4
2445,492,107,5.9,7.8,0.8
2446,492,124,5.8,6.9,3.5
2447,492,28,5.5,7.1,2.3
2448,492,352,8.2,8.1,2.0
2449,493,350,8.0,8.2,3.0
2450,493,14,6.0,8.8,1.4
2451,493,97,5.3,6.8,2.1
2452,493,375,5.6,9.1,2.7
2453,493,129,5.7,7.9,3.8
2454,494,288,9.2,8.9,2.6
2455,494,194,7.9,9.2,2.1
2456,494,365,6.9,8.2,0.0
2457,494,196,7.4,8.4,1.6
2458,494,255,4.4,10.0,2.5
2459,495,418,7.4,8.1,2.5
2460,495,98,8.4,8.5,1.9
2461,495,263,7.0,7.2,2.7
2462,495,143,6.9,6.7,3.2
2463,495,141,5.9,7.4,2.1
2464,496,63,8.7,6.0,3.8
2465,496,51,6.8,7.6,0.8
2466,496,101,4.3,7.5,1.7
2467,496,10,6.5,7.8,1.2
2468,496,103,5.5,7.2,4.1
2469,496,127,7.1,9.9,0.2
2470,497,211,5.1,7.3,1.3
2471,497,58,8.0,7.9,2.1
2472,497,205,8.1,6.4,1.1
2473,497,393,6.2,7.9,1.0
2474,498,92,7.8,7.5,2.5
2475,498,113,4.4,8.4,2.3
2476,498,4,5.1,4.9,2.6
2477,498,329,6.2,9.0,3.2
2478,498,398,7.8,10.0,2.8
2479,498,250,6.3,10.0,2.9
2480,499,61,6.2,7.8,2.4
2481,499,248,6.8,8.8,2.2
2482,499,234,6.1,8.1,1.7
2483,499,262,7.3,5.7,2.8
2484,499,363,6.3,8.8,3.1
2485,499,406,6.2,7.1,0.7
2486,500,21,5.7,8.7,3.1
2487,500,205,8.7,8.3,3.2
2488,500,202,7.2,8.0,3.9
2489,500,134,5.4,8.8,3.7
2490,501,361,6.1,5.3,3.4
2491,501,126,9.9,8.7,1.1
2492,501,201,6.1,9.0,2.4
2493,501,50,8.2,5.5,1.4
2494,501,321,5.9,7.3,1.8
2495,501,356,7.4,9.5,3.3
2496,502,185,5.5,9.3,2.6
2497,502,204,8.2,5.1,3.5
2498,502,164,8.1,8.2,2.8
2499,502,151,5.7,8.0,4.3
2500,503,161,6.4,6.1,0.0
2501,503,51,3.1,8.9,3.3
2502,503,113,5.5,8.0,0.8
2503,503,199,5.2,7.6,4.3
2504,503,155,6.5,5.8,4.1
2505,504,23,6.3,8.8,1.2
2506,504,175,7.5,8.4,1.7
2507,504,417,6.3,8.6,1.3
2508,504,267,7.3,8.1,2.5
2509,504,327,6.8,10.0,3.6
2510,505,17,10.0,9.6,3.8
2511,505,232,4.0,10.0,0.0
2512,505,391,8.0,6.2,3.4
2513,505,214,6.5,6.8,3.0
2514,505,34,4.9,9.5,2.2
2515,505,357,7.8,8.9,1.9
2516,506,361,6.8,9.8,3.0
2517,506,56,7.1,8.6,1.0
2518,506,368,6.1,7.4,1.8
2519,506,401,7.1,9.3,1.3
2520,506,173,8.5,9.6,2.0
2521,507,365,7.3,7.7,3.3
2522,507,127,5.2,6.7,2.7
2523,507,79,7.6,7.9,1.4
2524,507,212,5.6,9.4,3.1
2525,507,280,6.8,7.1,2.6
2526,507,246,7.5,8.2,3.0
2527,508,206,6.0,6.7,2.5
2528,508,207,6.1,8.3,2.6
2529,508,297,7.1,7.6,1.6
2530,508,227,5.8,9.1,2.4
2531,508,232,4.2,8.9,0.9
2532,508,54,5.3,7.3,1.9
2533,509,109,8.2,6.9,2.1
2534,509,235,5.6,8.5,3.0
2535,509,391,5.8,9.0,1.9
2536,509,157,6.2,7.6,1.6
2537,510,356,5.3,8.9,4.6
2538,510,201,5.1,10.0,2.1
2539,510,50,4.6,7.7,2.3
2540,510,218,6.1,6.6,2.1
2541,510,126,5.7,8.4,3.7
2542,511,153,5.3,7.0,3.0
2543,511,387,7.2,9.3,2.2
2544,511,17,6.5,9.9,0.7
2545,511,248,5.5,9.3,1.5
2546,511,78,7.7,8.9,1.7
2547,512,27,6.9,7.4,3.1
2548,512,129,5.6,7.4,1.8
2549,512,168,8.0,8.3,1.1
2550,512,72,6.4,9.9,2.4
2551,513,265,7.3,9.2,4.0
2552,513,208,2.7,8.2,1.3
2553,513,323,7.4,8.3,3.9
2554,513,291,4.7,6.5,2.0
2555,513,161,9.0,7.8,1.9
2556,513,365,3.7,8.8,2.0
2557,514,273,6.2,7.6,1.1
2558,514,307,7.2,8.5,4.0
2559,514,112,5.4,8.2,2.0
2560,514,248,6.7,8.6,3.4
2561,514,272,6.9,8.5,2.1
2562,514,190,7.0,5.1,3.0
2563,515,8,4.7,8.7,2.5
2564,515,317,4.7,10.0,1.3
2565,515,388,6.5,7.3,1.3
2566,515,316,7.9,8.5,3.5
2567,515,239,7.5,7.7,1.5
2568,515,356,7.0,7.6,1.0
2569,516,261,6.8,7.2,1.2
2570,516,5,6.2,8.0,1.4
2571,516,151,4.5,7.4,1.8
2572,516,329,8.3,8.7,2.0
2573,516,169,5.9,8.7,2.6
2574,517,54,4.8,8.3,1.8
2575,517,109,10.0,5.6,2.7
2576,517,357,3.8,6.6,0.5
2577,517,232,5.7,7.0,1.2
2578,517,374,6.6,8.6,2.1
2579,518,295,5.4,9.3,2.8
2580,518,27,6.6,10.0,1.1
2581,518,74,6.5,8.5,2.2
2582,518,37,6.7,7.9,2.1
2583,519,397,4.3,7.2,1.2
2584,519,176,6.9,7.4,2.8
2585,519,10,6.9,8.2,2.2
2586,519,280,4.5,6.1,0.7
2587,519,291,6.6,5.5,1.5
2588,520,310,7.7,6.9,1.5
2589,520,266,5.9,9.3,3.8
2590,520,219,8.8,6.7,1.3
2591,520,126,7.0,6.5,0.9
2592,521,46,5.9,8.0,3.4
2593,521,119,7.7,6.5,3.3
2594,521,128,6.6,7.6,2.7
2595,521,217,6.9,7.2,2.4
2596,521,246,7.6,8.6,3.0
2597,521,288,6.6,10.0,3.0
2598,522,394,5.7,6.7,1.6
2599,522,315,5.7,5.2,1.0
2600,522,399,6.9,6.1,3.4
2601,522,22,6.0,10.0,3.9
2602,523,82,7.1,9.1,3.0
2603,523,85,6.6,8.5,2.5
2604,523,311,5.9,6.0,2.1
2605,523,126,7.5,9.5,2.2
2606,524,196,5.1,6.8,1.3
2607,524,379,7.2,7.0,3.4
2608,524,208,5.8,7.6,2.6
2609,524,4,6.2,7.6,3.5
2610,525,175,8.4,7.6,2.2
2611,525,335,5.8,8.2,1.1
2612,525,393,5.2,7.1,2.3
2613,525,193,6.2,7.7,2.9
2614,526,174,6.5,6.7,2.7
2615,526,74,5.5,6.5,3.4
2616,526,388,7.1,6.5,3.7
2617,526,111,7.6,7.3,0.7
2618,526,266,7.5,8.2,1.9
2619,526,253,6.0,7.2,0.8
2620,527,76,5.2,7.1,2.4
2621,527,51,3.9,10.0,1.4
2622,527,261,5.1,8.0,4.9
2623,527,79,8.2,10.0,2.7
2624,527,163,8.3,7.3,2.1
2625,528,349,5.8,8.3,3.6
2626,528,207,6.3,9.1,3.3
2627,528,223,5.3,8.4,3.8
2628,528,327,6.3,6.4,0.9
2629,528,322,4.9,8.4,3.2
2630,529,215,3.5,7.8,3.1
2631,529,257,7.1,8.6,2.5
2632,529,311,7.6,9.2,3.0
2633,529,20,6.3,8.7,1.7
2634,529,239,6.0,8.7,1.6
2635,530,17,5.8,8.5,1.9
2636,530,202,6.8,8.3,2.9
2637,530,77,6.3,6.0,3.1
2638,530,205,8.9,7.8,2.3
2639,530,411,5.4,7.7,1.6
2640,530,55,5.2,8.1,3.2
2641,531,266,5.2,6.2,1.3
2642,531,309,6.9,9.6,3.5
2643,531,380,6.7,8.5,3.0
2644,531,39,8.0,8.0,1.5
2645,531,348,8.2,9.2,2.1
2646,531,183,4.6,6.9,4.1
2647,532,5,5.0,7.0,0.0
2648,532,177,8.0,8.0,1.5
2649,532,392,6.8,6.1,3.8
2650,532,291,5.1,4.4,1.1
2651,532,18,7.3,9.8,1.8
2652,533,406,8.0,9.3,4.3
2653,533,149,7.9,9.0,3.2
2654,533,205,7.2,9.5,2.2
2655,533,410,4.4,6.7,2.0
2656,533,349,7.0,7.7,1.1
2657,534,92,5.5,9.0,0.5
2658,534,265,6.3,8.2,3.0
2659,534,4,5.3,7.0,3.1
2660,534,5,6.0,8.0,0.4
2661,534,392,7.3,9.4,2.0
2662,534,65,6.3,8.8,3.3
2663,535,32,7.1,7.1,3.1
2664,535,131,5.6,8.4,3.2
2665,535,272,3.9,8.4,1.7
2666,535,88,7.5,8.7,2.2
2667,535,9,7.3,7.8,4.3
2668,535,55,5.1,7.4,1.0
2669,536,85,7.3,9.8,1.9
2670,536,271,7.9,7.0,3.8
2671,536,167,5.3,6.0,3.1
2672,536,285,5.6,8.1,3.2
2673,537,88,7.4,8.7,2.9
2674,537,81,8.6,7.4,0.9
2675,537,135,4.6,7.1,3.5
2676,537,53,6.0,8.4,1.8
2677,537,78,5.9,10.0,2.4
2678,538,92,8.0,7.5,0.3
2679,538,398,7.7,9.5,2.8
2680,538,80,5.2,10.0,2.2
2681,538,255,6.2,7.7,2.2
2682,539,154,7.3,10.0,2.2
2683,539,153,6.6,6.8,3.1
2684,539,351,7.0,7.1,2.6
2685,539,237,6.3,9.5,2.7
2686,539,300,4.7,7.0,2.0
2687,540,349,5.7,8.4,4.1
2688,540,394,6.3,7.4,1.9
2689,540,206,7.3,8.5,1.3
2690,540,172,6.9,7.6,1.8
2691,541,69,9.7,10.0,1.4
2692,541,295,6.0,8.7,2.2
2693,541,98,7.8,9.0,4.2
2694,541,39,8.8,9.2,2.6
2695,541,83,4.9,10.0,2.0
2696,542,365,5.9,6.5,1.7
2697,542,46,5.9,9.3,1.5
2698,542,70,8.7,10.0,2.5
2699,542,330,5.9,9.3,2.6
2700,543,28,5.2,8.1,1.3
2701,543,184,6.1,7.6,2.9
2702,543,259,6.3,6.5,3.5
2703,543,402,7.4,8.7,0.8
2704,544,155,6.9,7.6,2.1
2705,544,231,5.7,7.2,1.2
2706,544,63,8.4,7.0,2.7
2707,544,220,5.4,9.4,2.3
2708,544,113,4.1,8.3,4.5
2709,544,416,4.7,9.3,2.2
2710,545,230,8.5,8.7,2.5
2711,545,87,6.2,5.1,1.7
2712,545,71,3.1,10.0,2.6
2713,545,361,5.6,8.8,4.1
2714,546,116,5.6,8.3,4.4
2715,546,165,7.1,10.0,1.9
2716,546,407,7.1,8.5,3.2
2717,546,340,6.0,8.0,3.0
2718,546,231,7.1,6.9,2.0
2719,546,306,6.4,8.0,1.7
2720,547,322,6.4,10.0,3.2
2721,547,411,7.5,8.2,1.2
2722,547,387,7.6,9.7,2.5
2723,547,125,5.7,7.4,2.2
2724,547,115,9.2,9.0,3.8
2725,547,149,6.9,5.9,2.4
2726,548,115,5.5,7.9,3.8
2727,548,53,6.6,9.0,1.7
2728,548,322,6.2,8.4,1.8
2729,548,374,4.5,6.9,1.8
2730,548,339,5.0,8.9,0.7
2731,548,206,7.2,8.9,3.0
2732,549,355,6.4,9.1,2.7
2733,549,274,6.3,8.2,1.7
2734,549,39,7.7,8.8,3.4
2735,549,316,8.3,8.4,2.9
2736,549,174,8.2,7.4,2.0
2737,549,245,6.6,7.5,2.2
2738,550,419,6.7,8.4,2.1
2739,550,100,6.3,9.3,3.1
2740,550,71,5.7,7.0,2.5
2741,550,222,7.7,7.8,2.4
2742,551,216,8.9,7.8,1.9
2743,551,208,4.6,7.6,3.5
2744,551,340,5.9,8.1,4.0
2745,551,242,7.1,8.1,3.1
2746,551,250,8.4,6.6,1.6
2747,552,34,5.8,7.0,2.1
2748,552,238,7.6,6.6,1.9
2749,552,206,6.6,8.9,0.8
2750,552,268,4.6,9.4,1.1
2751,553,18,4.5,7.3,1.3
2752,553,164,8.3,8.7,1.0
2753,553,353,6.4,7.9,3.2
