set_id,session_id,exercise_id,set_number,reps,load_kg,rpe,rest_sec
2380,180,121,1,11,75.68,8.3,84
2381,180,121,2,12,77.94,7.3,114
2382,180,121,3,8,67.72,7.4,138
2383,180,121,4,12,64.34,8.0,116
2384,180,186,1,13,32.92,8.2,160
2385,180,186,2,13,33.93,7.9,137
2386,180,186,3,10,39.46,8.6,120
2387,180,130,1,9,58.04,7.1,152
2388,180,130,2,10,60.97,7.4,83
2389,181,339,1,14,40.29,7.5,143
2390,181,339,2,9,42.58,8.3,60
2391,181,307,1,12,57.39,7.8,90
2392,181,307,2,10,50.59,6.8,112
2393,181,307,3,14,55.85,8.2,60
2394,181,307,4,11,50.25,7.2,111
2395,181,315,1,8,35.57,7.7,135
2396,181,315,2,14,35.22,7.5,151
2397,181,315,3,9,32.86,6.8,139
2398,181,19,1,11,49.75,7.5,104
2399,181,19,2,14,57.56,8.8,121
2400,181,19,3,14,49.24,8.3,150
2401,181,12,1,10,51.54,7.4,131
2402,181,12,2,10,56.28,7.5,86
2403,181,12,3,13,57.02,7.9,128
2404,181,12,4,13,54.84,8.2,71
2405,182,60,1,8,36.4,8.3,170
2406,182,60,2,8,32.56,8.9,70
2407,182,60,3,9,32.22,8.3,83
2408,182,60,4,14,37.57,7.3,98
2409,182,22,1,13,62.9,6.3,134
2410,182,22,2,9,56.22,7.4,145
2411,182,22,3,10,66.9,9.5,115
2412,182,22,4,8,65.7,8.0,134
2413,182,387,1,9,24.75,8.2,115
2414,182,387,2,9,22.36,7.6,119
2415,182,357,1,14,45.11,8.2,117
2416,182,357,2,14,46.64,8.3,129
2417,183,356,1,12,62.23,8.2,144
2418,183,356,2,14,53.44,8.4,109
2419,183,356,3,8,55.35,7.4,121
2420,183,344,1,14,79.15,8.0,157
2421,183,344,2,14,71.36,8.0,110
2422,183,50,1,13,47.67,8.7,127
2423,183,50,2,8,50.36,6.4,106
2424,183,215,1,11,53.3,7.4,98
2425,183,215,2,12,56.86,8.7,118
2426,183,258,1,8,62.76,7.2,123
2427,183,258,2,8,69.52,8.4,150
2428,183,243,1,14,46.81,8.2,65
2429,183,243,2,11,57.95,8.8,126
2430,183,243,3,10,53.72,7.5,102
2431,183,243,4,9,53.74,7.7,101
2432,183,243,5,14,53.85,8.2,132
2433,184,95,1,9,64.47,7.1,171
2434,184,95,2,11,63.69,8.3,161
2435,184,374,1,8,30.89,6.5,136
2436,184,374,2,12,31.43,9.5,122
2437,184,202,1,14,46.73,7.0,111
2438,184,202,2,12,47.09,7.5,89
2439,184,267,1,13,52.37,7.5,98
2440,184,267,2,8,40.55,8.8,61
2441,184,36,1,9,75.92,7.8,60
2442,184,36,2,11,64.02,7.8,126
2443,185,304,1,8,76.48,6.7,136
2444,185,304,2,14,79.77,8.0,95
2445,185,34,1,8,56.97,9.3,93
2446,185,34,2,13,50.76,8.4,149
2447,185,335,1,9,57.22,6.3,76
2448,185,335,2,12,62.03,8.4,174
2449,185,55,1,8,82.12,7.1,115
2450,185,55,2,14,83.52,7.5,155
2451,186,159,1,8,52.37,7.2,100
2452,186,159,2,12,60.11,7.3,151
2453,186,316,1,9,59.58,9.1,190
2454,186,316,2,13,63.48,7.0,97
2455,186,253,1,8,56.98,7.8,160
2456,186,253,2,9,55.45,8.9,68
2457,186,253,3,9,56.64,6.9,133
2458,186,98,1,8,51.81,7.0,118
2459,186,98,2,12,54.85,8.1,116
2460,186,419,1,8,45.4,9.8,96
2461,186,419,2,12,38.87,8.6,96
2462,186,28,1,12,45.62,7.5,135
2463,186,28,2,13,45.16,8.9,167
2464,186,28,3,8,49.21,7.7,100
2465,186,28,4,13,43.79,7.2,141
2466,187,176,1,10,58.59,7.4,138
2467,187,176,2,13,62.73,7.4,149
2468,187,176,3,8,59.01,8.0,96
2469,187,7,1,10,63.62,7.6,113
2470,187,7,2,10,61.33,7.7,121
2471,187,7,3,9,59.76,7.5,132
2472,187,7,4,8,54.35,8.8,106
2473,187,151,1,8,71.15,7.7,60
2474,187,151,2,9,71.17,7.8,170
2475,187,166,1,11,13.14,8.7,137
2476,187,166,2,12,12.45,9.5,143
2477,188,32,1,11,59.27,7.6,112
2478,188,32,2,12,53.89,7.5,150
2479,188,32,3,8,61.99,7.9,94
2480,188,115,1,11,44.69,8.6,115
2481,188,115,2,12,41.07,8.5,107
2482,188,115,3,14,47.88,8.0,130
2483,188,19,1,9,49.77,8.8,73
2484,188,19,2,13,50.62,7.7,92
2485,188,234,1,10,32.52,7.7,113
2486,188,234,2,13,42.5,8.1,118
2487,188,234,3,11,32.97,7.2,141
2488,188,26,1,9,54.96,8.1,141
2489,188,26,2,11,61.07,8.8,96
2490,189,390,1,9,56.8,8.5,80
2491,189,390,2,13,46.54,7.4,127
2492,189,105,1,13,39.94,8.3,60
2493,189,105,2,13,45.24,6.6,60
2494,189,72,1,12,63.96,7.5,142
2495,189,72,2,9,60.17,6.8,134
2496,189,129,1,11,36.71,7.2,131
2497,189,129,2,12,39.6,9.1,113
2498,189,129,3,13,47.7,8.0,118
2499,189,129,4,9,37.04,7.5,123
2500,189,257,1,13,53.67,8.6,112
2501,189,257,2,12,53.59,7.1,113
2502,189,257,3,8,54.04,9.0,98
2503,189,257,4,11,56.83,8.5,93
2504,189,85,1,10,52.66,7.1,164
2505,189,85,2,14,52.7,7.5,143
2506,190,411,1,13,21.97,8.2,104
2507,190,411,2,11,24.36,7.8,127
2508,190,411,3,10,20.4,9.1,143
2509,190,357,1,9,30.94,7.5,74
2510,190,357,2,11,30.34,7.1,109
2511,190,349,1,12,19.14,7.1,106
2512,190,349,2,11,15.78,7.6,120
2513,190,349,3,8,17.82,8.1,156
2514,190,294,1,12,43.56,7.5,77
2515,190,294,2,10,44.7,7.2,99
2516,190,294,3,13,37.75,8.7,129
2517,190,61,1,10,74.14,9.1,146
2518,190,61,2,11,65.35,7.9,118
2519,190,61,3,11,78.42,7.9,102
2520,190,61,4,11,68.65,7.7,104
2521,191,50,1,10,35.32,8.2,102
2522,191,50,2,10,38.32,7.5,86
2523,191,408,1,10,44.17,7.7,120
2524,191,408,2,14,46.67,7.0,163
2525,191,408,3,9,43.71,7.3,101
2526,191,287,1,14,27.7,8.3,93
2527,191,287,2,9,26.74,7.5,142
2528,191,87,1,8,70.08,7.4,110
2529,191,87,2,11,58.56,8.4,135
2530,191,87,3,10,67.48,8.0,116
2531,191,87,4,8,56.27,8.6,114
2532,192,404,1,10,44.95,7.8,157
2533,192,404,2,12,52.37,7.6,60
2534,192,177,1,11,45.85,9.3,76
2535,192,177,2,8,50.83,8.3,116
2536,192,177,3,8,46.49,8.0,114
2537,192,280,1,11,48.59,7.7,131
2538,192,280,2,9,44.26,8.5,99
2539,192,280,3,11,46.55,7.6,93
2540,192,280,4,14,51.17,7.8,148
2541,192,208,1,14,45.99,8.2,159
2542,192,208,2,10,49.0,8.7,74
2543,192,407,1,12,53.09,8.4,88
2544,192,407,2,9,54.65,6.6,126
2545,193,228,1,9,31.46,7.9,96
2546,193,228,2,14,37.99,9.0,94
2547,193,157,1,8,37.36,7.1,187
2548,193,157,2,14,37.49,8.7,116
2549,193,78,1,8,33.42,7.5,173
2550,193,78,2,11,38.66,8.8,100
2551,193,55,1,14,60.62,7.0,166
2552,193,55,2,11,60.08,7.7,103
2553,193,55,3,8,54.47,9.1,145
2554,194,306,1,12,37.55,7.5,129
2555,194,306,2,8,34.02,7.6,106
2556,194,306,3,14,31.49,7.9,141
2557,194,76,1,8,63.18,8.0,91
2558,194,76,2,11,56.06,7.7,125
2559,194,76,3,13,55.83,7.7,93
2560,194,70,1,12,36.07,8.7,105
2561,194,70,2,11,42.65,7.3,60
2562,194,260,1,8,55.86,8.7,83
2563,194,260,2,9,58.18,6.8,110
2564,194,260,3,10,52.32,7.5,180
2565,195,186,1,8,59.93,7.8,107
2566,195,186,2,14,55.81,9.2,132
2567,195,233,1,13,58.71,8.3,73
2568,195,233,2,8,53.97,8.3,98
2569,195,338,1,11,32.65,8.4,89
2570,195,338,2,14,30.56,8.5,146
2571,195,338,3,10,32.26,7.3,84
2572,195,27,1,14,50.2,7.3,126
2573,195,27,2,11,54.9,8.1,157
2574,195,27,3,13,50.36,9.1,150
2575,195,27,4,14,56.84,8.1,152
2576,195,167,1,8,58.98,9.0,74
2577,195,167,2,12,69.03,7.8,104
2578,195,167,3,13,71.21,8.0,96
2579,195,333,1,10,65.3,8.5,134
2580,195,333,2,10,74.81,7.0,126
2581,196,280,1,11,55.12,7.6,141
2582,196,280,2,14,50.94,6.3,115
2583,196,280,3,11,53.52,8.0,122
2584,196,404,1,13,43.19,8.0,100
2585,196,404,2,14,42.16,8.4,160
2586,196,171,1,13,33.67,7.5,93
2587,196,171,2,13,35.23,8.0,105
2588,196,171,3,14,35.7,8.3,76
2589,196,171,4,9,42.17,7.5,96
2590,196,240,1,14,58.65,6.5,95
2591,196,240,2,12,64.99,6.4,128
2592,196,240,3,12,56.96,7.7,144
2593,196,324,1,9,74.85,7.9,146
2594,196,324,2,14,70.8,7.1,118
2595,197,140,1,12,66.1,7.6,155
2596,197,140,2,11,74.29,8.5,99
2597,197,335,1,11,68.1,7.6,140
2598,197,335,2,10,50.24,6.2,98
2599,197,315,1,13,64.43,8.4,136
2600,197,315,2,10,65.31,7.3,128
2601,197,315,3,8,58.52,7.3,108
2602,197,112,1,9,35.48,6.7,110
2603,197,112,2,13,31.75,6.3,67
2604,197,394,1,11,38.16,7.4,113
2605,197,394,2,13,46.37,8.3,79
2606,197,394,3,9,45.46,7.8,112
2607,198,363,1,11,57.32,6.4,128
2608,198,363,2,10,55.12,8.7,110
2609,198,363,3,12,47.28,7.5,175
2610,198,22,1,11,57.52,7.6,100
2611,198,22,2,13,56.81,8.3,151
2612,198,197,1,8,75.67,7.4,113
2613,198,197,2,10,66.31,7.0,111
2614,198,235,1,9,62.71,7.9,82
2615,198,235,2,8,60.41,7.4,73
2616,199,318,1,12,71.46,7.2,135
2617,199,318,2,14,72.25,6.7,114
2618,199,418,1,11,27.11,7.2,145
2619,199,418,2,10,22.11,8.3,118
2620,199,383,1,14,34.28,7.3,96
2621,199,383,2,12,31.6,8.1,84
2622,199,383,3,11,32.8,7.0,80
2623,199,159,1,10,49.49,7.8,129
2624,199,159,2,8,51.91,8.5,156
2625,199,263,1,8,37.45,6.9,124
2626,199,263,2,13,38.88,8.0,98
2627,199,263,3,8,31.65,7.4,78
2628,199,263,4,13,36.89,7.5,123
2629,200,246,1,8,30.64,8.0,175
2630,200,246,2,8,33.0,7.2,150
2631,200,176,1,11,33.58,7.1,100
2632,200,176,2,11,31.09,8.2,220
2633,200,176,3,14,33.79,7.5,132
2634,200,397,1,14,55.43,7.3,117
2635,200,397,2,13,53.79,7.4,98
2636,200,397,3,8,60.17,8.1,92
2637,200,397,4,13,57.39,8.6,123
2638,200,397,5,11,60.48,6.9,156
2639,200,127,1,11,35.51,7.3,71
2640,200,127,2,13,34.32,7.8,125
2641,200,165,1,14,48.76,8.1,142
2642,200,165,2,8,39.88,8.9,114
2643,200,165,3,9,45.44,8.1,88
2644,200,199,1,9,45.13,7.8,118
2645,200,199,2,12,46.67,8.9,141
2646,200,199,3,8,40.85,8.6,85
2647,201,349,1,10,17.37,7.4,146
2648,201,349,2,8,17.23,7.8,60
2649,201,349,3,8,16.31,8.1,74
2650,201,235,1,10,44.88,7.8,127
2651,201,235,2,9,37.29,6.6,65
2652,201,140,1,12,21.13,7.0,135
2653,201,140,2,9,22.56,8.2,88
2654,201,140,3,11,23.77,8.7,147
2655,201,140,4,10,23.19,7.5,118
2656,201,78,1,10,80.16,7.6,96
2657,201,78,2,14,69.35,7.7,97
2658,201,55,1,14,22.33,7.7,124
2659,201,55,2,14,26.44,8.5,130
2660,201,134,1,11,44.69,7.3,111
2661,201,134,2,9,38.79,7.6,88
2662,202,198,1,9,28.09,7.3,138
2663,202,198,2,11,23.13,7.5,91
2664,202,289,1,12,61.83,8.9,132
2665,202,289,2,11,71.49,7.5,129
2666,202,239,1,11,55.64,8.4,92
2667,202,239,2,8,48.7,6.7,133
2668,202,239,3,8,50.94,8.4,110
2669,202,239,4,8,55.31,8.9,102
2670,202,271,1,10,54.59,8.0,138
2671,202,271,2,9,55.43,9.1,155
2672,202,37,1,11,45.54,7.5,90
2673,202,37,2,9,36.11,9.2,90
2674,202,37,3,12,46.76,7.5,121
2675,202,37,4,9,41.78,6.6,132
2676,202,361,1,12,22.61,6.5,101
2677,202,361,2,9,29.01,7.6,127
2678,203,386,1,13,36.3,8.3,85
2679,203,386,2,11,35.39,8.3,97
2680,203,386,3,11,33.4,9.4,107
2681,203,386,4,12,34.2,7.9,145
2682,203,29,1,12,64.02,8.0,123
2683,203,29,2,11,63.93,8.2,141
2684,203,19,1,14,46.74,7.7,119
2685,203,19,2,13,60.34,7.8,129
2686,203,205,1,12,79.62,7.8,60
2687,203,205,2,13,82.07,8.2,129
2688,203,349,1,13,65.23,8.5,93
2689,203,349,2,9,54.41,7.8,194
2690,204,283,1,10,48.77,8.5,112
2691,204,283,2,8,51.64,8.1,121
2692,204,283,3,13,51.54,8.4,141
2693,204,312,1,10,34.97,8.3,91
2694,204,312,2,12,34.95,8.0,144
2695,204,372,1,8,58.24,6.8,135
2696,204,372,2,14,67.99,8.5,124
2697,204,361,1,11,14.68,8.3,154
2698,204,361,2,8,15.65,6.0,88
2699,204,348,1,14,32.42,8.8,131
2700,204,348,2,9,33.43,7.8,109
2701,205,233,1,10,43.02,8.3,135
2702,205,233,2,14,43.09,8.5,147
2703,205,48,1,9,39.21,8.2,99
2704,205,48,2,14,43.33,8.2,107
2705,205,27,1,14,38.97,7.1,113
2706,205,27,2,13,36.22,8.5,151
2707,205,162,1,8,41.9,8.2,140
2708,205,162,2,13,42.69,8.3,134
2709,205,124,1,13,55.09,9.1,134
2710,205,124,2,11,56.52,7.8,85
2711,205,124,3,11,48.5,7.7,142
2712,205,252,1,11,31.94,8.0,101
2713,205,252,2,14,26.28,8.1,101
2714,205,252,3,8,25.9,8.4,150
2715,206,260,1,13,4.75,7.0,127
2716,206,260,2,9,5.56,7.4,90
2717,206,276,1,11,46.94,8.8,104
2718,206,276,2,9,42.63,6.5,112
2719,206,276,3,8,42.38,6.8,139
2720,206,282,1,9,18.69,7.0,137
2721,206,282,2,9,19.21,8.4,100
2722,206,282,3,10,21.24,7.5,126
2723,206,63,1,10,77.37,7.5,111
2724,206,63,2,10,77.34,6.8,133
2725,206,92,1,14,61.68,7.9,135
2726,206,92,2,9,51.35,7.7,172
2727,206,92,3,8,53.64,7.2,62
2728,206,92,4,12,47.1,8.1,63
2729,207,26,1,9,45.84,8.4,95
2730,207,26,2,11,46.68,7.7,127
2731,207,399,1,13,45.78,8.5,144
2732,207,399,2,9,40.67,7.5,133
2733,207,399,3,12,41.11,7.7,153
2734,207,357,1,11,32.17,7.5,110
2735,207,357,2,8,36.51,7.2,86
2736,207,357,3,9,38.18,6.5,118
2737,207,357,4,9,29.47,7.9,111
2738,207,58,1,10,40.2,7.7,127
2739,207,58,2,11,37.98,7.9,137
2740,207,369,1,8,64.05,7.7,146
2741,207,369,2,13,59.87,8.8,150
2742,207,149,1,13,6.31,6.0,139
2743,207,149,2,10,6.59,8.2,177
2744,207,149,3,9,6.25,9.1,92
2745,207,149,4,13,7.0,7.5,177
2746,208,121,1,10,52.58,8.9,107
2747,208,121,2,13,59.92,8.3,94
2748,208,121,3,14,53.4,6.7,100
2749,208,121,4,14,54.84,7.8,94
2750,208,48,1,9,34.99,6.9,187
2751,208,48,2,8,37.25,7.0,103
2752,208,48,3,13,41.24,6.6,111
2753,208,388,1,12,73.67,7.7,116
2754,208,388,2,11,81.65,8.6,113
2755,208,348,1,13,61.26,7.1,70
2756,208,348,2,8,62.09,8.0,126
2757,208,348,3,14,69.28,7.7,159
2758,209,9,1,11,57.28,8.2,151
2759,209,9,2,8,52.85,7.6,87
2760,209,95,1,14,46.26,7.5,170
2761,209,95,2,10,38.93,8.2,77
2762,209,95,3,11,41.04,7.0,108
2763,209,268,1,9,31.49,7.6,164
2764,209,268,2,10,34.1,7.5,94
2765,209,268,3,14,33.11,7.6,185
2766,209,268,4,11,33.18,8.1,125
2767,209,205,1,8,36.63,8.0,147
2768,209,205,2,14,30.58,7.8,122
2769,209,205,3,11,34.95,8.6,90
2770,209,273,1,13,47.09,7.2,144
2771,209,273,2,14,45.92,6.6,109
2772,209,273,3,13,41.13,6.9,126
2773,210,344,1,10,36.65,8.0,103
2774,210,344,2,14,32.7,8.1,184
2775,210,344,3,9,33.85,7.5,173
2776,210,419,1,14,45.49,7.2,127
2777,210,419,2,10,50.46,7.0,60
2778,210,419,3,14,46.84,7.1,145
2779,210,419,4,12,36.69,8.1,74
2780,210,121,1,9,40.16,6.0,145
2781,210,121,2,11,35.08,8.4,118
2782,210,150,1,12,25.58,6.0,146
2783,210,150,2,13,25.3,7.6,115
2784,210,173,1,8,52.2,7.5,92
2785,210,173,2,10,56.76,7.3,97
2786,211,153,1,9,37.54,8.7,86
2787,211,153,2,14,40.04,7.9,145
2788,211,207,1,8,58.83,7.4,82
2789,211,207,2,10,49.29,8.0,102
2790,211,207,3,11,57.04,7.7,126
2791,211,54,1,9,78.89,8.2,91
2792,211,54,2,12,73.55,7.3,100
2793,211,54,3,12,68.67,7.7,134
2794,211,414,1,10,42.27,8.8,140
2795,211,414,2,13,49.94,7.6,130
2796,211,414,3,14,57.05,7.7,126
2797,211,414,4,14,48.19,8.6,87
2798,211,322,1,11,59.72,7.4,114
2799,211,322,2,13,57.43,8.5,68
2800,211,322,3,13,59.27,7.1,145
2801,211,322,4,9,53.47,8.3,110
2802,211,322,5,12,60.05,8.1,142
2803,211,112,1,10,53.15,7.8,105
2804,211,112,2,11,56.37,7.4,146
2805,212,305,1,10,54.89,7.7,175
2806,212,305,2,11,53.82,7.4,62
2807,212,400,1,12,37.51,7.5,101
2808,212,400,2,13,33.45,7.3,147
2809,212,400,3,8,39.17,7.6,105
2810,212,121,1,8,66.57,8.1,105
2811,212,121,2,9,57.25,8.0,113
2812,212,371,1,10,53.74,7.1,106
2813,212,371,2,14,54.57,9.0,153
2814,212,371,3,9,49.38,7.3,140
2815,212,233,1,13,39.04,9.3,88
2816,212,233,2,9,40.76,8.2,132
2817,213,327,1,8,50.94,8.1,108
2818,213,327,2,11,52.2,7.4,131
2819,213,88,1,14,30.95,8.4,149
2820,213,88,2,10,28.17,7.9,131
2821,213,23,1,12,53.07,8.4,141
2822,213,23,2,8,59.28,8.8,97
2823,213,21,1,10,47.09,7.6,154
2824,213,21,2,14,41.47,7.3,143
2825,213,224,1,8,46.23,7.9,114
2826,213,224,2,9,48.58,7.8,121
2827,214,309,1,12,53.64,8.9,139
2828,214,309,2,9,52.01,8.3,170
2829,214,396,1,9,42.29,7.9,130
2830,214,396,2,11,51.53,8.3,74
2831,214,37,1,9,33.63,8.0,122
2832,214,37,2,10,34.08,6.0,134
2833,214,37,3,11,31.25,8.1,170
2834,214,244,1,14,61.4,8.8,150
2835,214,244,2,8,63.2,7.6,103
2836,214,244,3,8,62.33,8.2,127
2837,214,244,4,14,60.3,8.2,120
2838,214,418,1,8,69.98,8.2,176
2839,214,418,2,11,65.13,7.5,147
2840,215,119,1,11,53.85,8.9,109
2841,215,119,2,9,52.25,8.0,99
2842,215,119,3,9,55.82,8.3,169
2843,215,404,1,13,26.39,8.1,154
2844,215,404,2,14,27.72,6.5,134
2845,215,185,1,10,45.37,7.8,82
2846,215,185,2,8,51.28,7.5,123
2847,215,185,3,14,44.64,7.8,110
2848,215,99,1,12,18.62,8.5,120
2849,215,99,2,13,16.21,7.4,60
2850,215,99,3,9,19.3,7.9,85
2851,215,99,4,11,16.5,7.2,138
2852,216,105,1,11,41.63,7.2,110
2853,216,105,2,8,40.04,8.4,102
2854,216,245,1,10,28.8,8.3,112
2855,216,245,2,13,27.44,7.0,89
2856,216,245,3,9,32.99,7.8,125
2857,216,230,1,9,52.05,8.9,109
2858,216,230,2,9,54.69,7.3,134
2859,216,100,1,13,55.02,6.9,137
2860,216,100,2,14,54.45,7.5,114
2861,216,100,3,10,59.46,9.6,117
2862,217,171,1,11,74.02,8.0,99
2863,217,171,2,13,71.64,6.7,141
2864,217,171,3,13,73.75,8.2,112
2865,217,5,1,8,47.36,8.1,91
2866,217,5,2,14,47.92,7.1,129
2867,217,5,3,10,46.64,8.4,141
2868,217,204,1,8,57.83,7.8,60
2869,217,204,2,11,56.63,6.8,126
2870,217,204,3,14,53.97,8.6,90
2871,217,323,1,10,43.99,7.2,80
2872,217,323,2,8,49.71,7.2,96
2873,217,63,1,12,16.73,8.0,87
2874,217,63,2,8,17.38,8.0,155
2875,217,165,1,10,56.94,7.7,103
2876,217,165,2,13,63.53,8.1,185
2877,218,103,1,12,42.67,8.7,100
2878,218,103,2,12,44.83,7.4,97
2879,218,103,3,12,46.08,8.5,131
2880,218,103,4,13,43.03,7.9,129
2881,218,185,1,11,20.38,8.0,104
2882,218,185,2,9,21.64,8.2,138
2883,218,185,3,13,19.27,8.2,139
2884,218,330,1,11,32.88,6.4,92
2885,218,330,2,13,32.93,8.5,72
2886,218,261,1,12,68.96,7.4,60
2887,218,261,2,8,58.1,7.8,131
2888,218,324,1,14,14.74,7.5,147
2889,218,324,2,14,15.41,7.7,104
2890,218,324,3,14,17.64,6.3,60
2891,219,107,1,14,48.88,6.5,154
2892,219,107,2,13,49.88,6.5,94
2893,219,334,1,13,87.69,7.8,83
2894,219,334,2,9,89.17,8.2,110
2895,219,334,3,8,95.29,7.0,153
2896,219,334,4,11,109.28,7.7,60
2897,219,310,1,9,50.83,7.0,95
2898,219,310,2,10,58.48,6.6,79
2899,219,310,3,10,64.0,9.0,84
2900,219,310,4,9,62.57,8.4,146
2901,219,310,5,14,60.3,7.2,117
2902,219,271,1,14,45.42,7.0,112
2903,219,271,2,8,43.66,8.1,139
2904,219,271,3,10,39.63,7.2,91
2905,219,271,4,12,40.22,8.3,123
2906,219,226,1,8,31.25,7.2,167
2907,219,226,2,13,30.21,8.1,148
2908,220,127,1,13,5.23,7.9,109
2909,220,127,2,8,5.32,6.5,134
2910,220,127,3,14,4.71,7.8,105
2911,220,151,1,13,71.89,8.5,185
2912,220,151,2,10,73.99,7.7,111
2913,220,250,1,11,34.51,7.0,111
2914,220,250,2,11,36.88,7.2,152
2915,220,165,1,9,35.08,7.4,113
2916,220,165,2,11,32.94,8.4,142
2917,220,301,1,10,69.21,7.3,132
2918,220,301,2,12,59.18,7.5,121
2919,221,175,1,10,36.19,9.0,71
2920,221,175,2,10,38.36,8.4,153
2921,221,95,1,10,49.41,8.6,63
2922,221,95,2,8,40.91,7.6,79
2923,221,95,3,9,51.62,7.4,117
2924,221,94,1,14,44.69,7.8,101
2925,221,94,2,14,39.75,7.9,106
2926,221,9,1,14,31.81,7.5,131
2927,221,9,2,14,31.32,6.7,82
2928,222,355,1,10,14.02,8.1,99
2929,222,355,2,13,13.57,7.3,162
2930,222,355,3,11,15.72,7.1,78
2931,222,230,1,11,64.57,7.9,150
2932,222,230,2,10,72.57,8.2,140
2933,222,122,1,12,66.94,7.4,151
2934,222,122,2,11,64.85,7.6,132
2935,222,122,3,12,71.7,7.9,60
2936,222,122,4,11,61.04,7.4,142
2937,222,309,1,13,35.38,8.7,95
2938,222,309,2,13,30.98,8.9,97
2939,222,97,1,12,43.06,7.1,151
2940,222,97,2,9,39.22,8.6,101
2941,223,306,1,10,56.89,7.8,130
2942,223,306,2,8,50.43,8.3,152
2943,223,398,1,13,54.58,7.1,141
2944,223,398,2,8,48.63,6.9,103
2945,223,398,3,14,63.05,7.5,130
2946,223,379,1,11,19.07,7.4,135
2947,223,379,2,13,19.51,8.1,152
2948,223,208,1,9,37.8,9.7,73
2949,223,208,2,8,33.88,9.1,136
2950,223,65,1,11,33.74,6.8,160
2951,223,65,2,10,38.78,7.6,158
2952,223,65,3,9,37.79,8.2,164
2953,223,246,1,9,29.09,8.0,96
2954,223,246,2,9,29.47,8.0,143
2955,224,228,1,8,61.05,8.2,136
2956,224,228,2,11,60.81,7.3,93
2957,224,228,3,9,58.19,7.1,86
2958,224,172,1,14,37.39,7.5,140
2959,224,172,2,10,44.12,7.8,100
2960,224,273,1,8,62.44,7.6,92
2961,224,273,2,12,54.9,7.4,159
2962,224,57,1,8,60.91,7.6,137
2963,224,57,2,14,53.3,7.5,131
2964,224,9,1,14,40.94,7.3,112
2965,224,9,2,11,37.17,8.8,89
2966,224,9,3,13,36.13,8.0,75
2967,224,149,1,8,44.81,7.2,124
2968,224,149,2,12,46.09,6.9,134
2969,224,149,3,14,40.15,8.5,143
2970,225,380,1,8,50.56,7.7,103
2971,225,380,2,10,54.26,8.4,142
2972,225,159,1,10,19.92,7.7,181
2973,225,159,2,8,21.38,6.9,110
2974,225,159,3,14,17.83,7.8,135
2975,225,159,4,9,19.96,7.6,126
2976,225,184,1,14,56.41,8.3,130
2977,225,184,2,12,57.36,7.8,91
2978,225,98,1,12,38.53,7.5,136
2979,225,98,2,14,35.97,7.7,168
2980,226,240,1,14,22.97,9.0,91
2981,226,240,2,12,21.28,8.2,116
2982,226,291,1,9,53.8,7.4,96
2983,226,291,2,11,45.44,8.3,80
2984,226,291,3,9,50.21,7.8,98
2985,226,365,1,8,41.51,7.5,60
2986,226,365,2,13,49.1,8.1,132
2987,226,365,3,8,41.33,8.5,100
2988,226,163,1,14,59.29,8.6,102
2989,226,163,2,13,59.29,7.0,60
2990,227,135,1,8,47.33,7.4,111
2991,227,135,2,8,55.69,7.1,127
2992,227,19,1,13,42.25,7.8,141
2993,227,19,2,14,43.31,8.5,91
2994,227,227,1,8,44.5,8.2,103
2995,227,227,2,12,40.11,7.6,122
2996,227,211,1,8,55.76,7.5,171
2997,227,211,2,11,58.29,8.1,192
2998,228,119,1,11,37.63,7.8,99
2999,228,119,2,8,43.25,6.9,70
3000,228,18,1,14,61.95,8.2,131
3001,228,18,2,9,62.95,6.4,101
3002,228,18,3,13,57.7,6.6,159
3003,228,240,1,11,46.71,8.1,126
3004,228,240,2,12,44.86,8.4,122
3005,228,199,1,11,50.7,6.8,127
3006,228,199,2,9,42.43,7.9,163
3007,228,199,3,14,50.99,7.5,98
3008,228,329,1,14,24.47,7.3,131
3009,228,329,2,11,25.23,9.5,105
3010,228,161,1,11,54.27,7.8,66
3011,228,161,2,11,61.69,6.3,148
3012,228,161,3,14,53.96,8.8,170
3013,229,246,1,9,48.31,7.4,60
3014,229,246,2,13,51.62,7.8,77
3015,229,246,3,11,46.71,8.9,119
3016,229,246,4,13,48.69,9.2,83
3017,229,4,1,14,65.08,7.1,133
3018,229,4,2,13,59.3,8.2,112
3019,229,196,1,10,15.0,8.5,91
3020,229,196,2,12,14.9,9.4,100
3021,229,379,1,12,13.66,8.2,86
3022,229,379,2,14,10.29,7.6,105
3023,229,379,3,12,10.67,7.5,118
3024,230,12,1,12,72.24,8.3,90
3025,230,12,2,9,66.1,7.4,108
3026,230,12,3,10,79.03,7.9,95
3027,230,53,1,8,34.67,7.6,85
3028,230,53,2,14,30.82,7.8,122
3029,230,53,3,8,33.53,7.7,95
3030,230,224,1,9,59.92,7.9,139
3031,230,224,2,11,59.98,6.8,177
3032,230,224,3,8,58.69,7.1,135
3033,230,406,1,13,32.49,9.1,81
3034,230,406,2,11,38.5,8.0,90
3035,230,406,3,12,32.75,6.9,149
3036,230,406,4,12,32.28,7.6,125
3037,231,152,1,11,25.66,7.5,132
3038,231,152,2,12,24.31,6.3,151
3039,231,256,1,10,58.59,9.2,135
3040,231,256,2,14,55.02,8.9,165
3041,231,256,3,10,63.32,8.1,137
3042,231,58,1,14,43.9,8.8,113
3043,231,58,2,11,43.79,8.5,135
