meal_log_id,user_id,meal_date,meal_name,food_id,grams
8688,7,2025-01-01,Breakfast,2455,81.7
8689,7,2025-01-01,Lunch,2372,73.3
8690,7,2025-01-01,Lunch,2274,533.5
8691,7,2025-01-01,Breakfast,2301,20.0
8692,7,2025-01-01,Breakfast,2582,40.9
8693,7,2025-01-01,Dinner,949,20.0
8694,7,2025-01-01,Dinner,1246,145.7
8695,7,2025-01-02,Snack,1962,800.0
8696,7,2025-01-02,Lunch,1538,481.8
8697,7,2025-01-02,Snack,2529,20.0
8698,7,2025-01-02,Dinner,2572,53.7
8699,7,2025-01-02,Breakfast,1373,389.8
8700,7,2025-01-02,Dinner,1235,430.3
8701,7,2025-01-02,Lunch,1636,73.6
8702,7,2025-01-02,Snack,2656,20.0
8703,7,2025-01-02,Breakfast,1513,72.5
8704,7,2025-01-03,Breakfast,2692,24.8
8705,7,2025-01-03,Breakfast,1303,800.0
8706,7,2025-01-03,Lunch,2685,24.2
8707,7,2025-01-03,Lunch,1893,676.4
8708,7,2025-01-03,Snack,2408,20.0
8709,7,2025-01-03,Snack,931,87.8
8710,7,2025-01-03,Snack,1391,483.5
8711,7,2025-01-03,Dinner,1765,321.3
8712,7,2025-01-03,Breakfast,2547,94.5
8713,7,2025-01-04,Dinner,1845,538.4
8714,7,2025-01-04,Snack,2439,307.7
8715,7,2025-01-04,Breakfast,790,146.4
8716,7,2025-01-04,Dinner,2286,250.9
8717,7,2025-01-04,Snack,1417,110.7
8718,7,2025-01-04,Breakfast,2729,146.8
8719,7,2025-01-05,Snack,2430,33.4
8720,7,2025-01-05,Snack,1929,164.7
8721,7,2025-01-05,Dinner,1599,800.0
8722,7,2025-01-05,Dinner,1486,163.4
8723,7,2025-01-05,Dinner,2110,352.5
8724,7,2025-01-05,Lunch,2393,352.7
8725,7,2025-01-05,Breakfast,929,380.9
8726,7,2025-01-06,Dinner,2018,62.1
8727,7,2025-01-06,Lunch,1455,147.6
8728,7,2025-01-06,Dinner,2103,540.0
8729,7,2025-01-06,Lunch,2476,190.8
8730,7,2025-01-06,Breakfast,2160,243.8
8731,7,2025-01-06,Lunch,1922,157.5
8732,7,2025-01-06,Dinner,1502,113.4
8733,7,2025-01-06,Lunch,2066,800.0
8734,7,2025-01-06,Dinner,978,33.1
8735,7,2025-01-07,Dinner,1947,291.9
8736,7,2025-01-07,Breakfast,787,118.4
8737,7,2025-01-07,Breakfast,1322,137.5
8738,7,2025-01-07,Dinner,1640,20.0
8739,7,2025-01-07,Dinner,2612,71.1
8740,7,2025-01-07,Breakfast,769,524.9
8741,7,2025-01-07,Breakfast,1266,23.3
8742,7,2025-01-08,Dinner,2146,800.0
8743,7,2025-01-08,Lunch,1178,37.4
8744,7,2025-01-08,Snack,2508,108.8
8745,7,2025-01-08,Dinner,2694,20.0
8746,7,2025-01-08,Dinner,2104,165.4
8747,7,2025-01-08,Dinner,1228,20.0
8748,7,2025-01-08,Lunch,1426,52.4
8749,7,2025-01-08,Snack,2254,800.0
8750,7,2025-01-08,Dinner,1538,800.0
8751,7,2025-01-09,Breakfast,1777,107.0
8752,7,2025-01-09,Snack,2433,29.6
8753,7,2025-01-09,Dinner,800,281.4
8754,7,2025-01-09,Snack,1284,97.3
8755,7,2025-01-09,Lunch,1057,96.5
8756,7,2025-01-09,Lunch,1602,800.0
8757,7,2025-01-09,Lunch,778,360.2
8758,7,2025-01-09,Lunch,1672,244.0
8759,7,2025-01-10,Dinner,1869,94.6
8760,7,2025-01-10,Dinner,1948,283.1
8761,7,2025-01-10,Snack,791,507.4
8762,7,2025-01-10,Lunch,2323,187.7
8763,7,2025-01-10,Lunch,919,140.2
8764,7,2025-01-10,Snack,2747,32.4
8765,7,2025-01-10,Lunch,1256,315.2
8766,7,2025-01-10,Lunch,876,74.3
8767,7,2025-01-11,Dinner,1186,121.1
8768,7,2025-01-11,Snack,1339,800.0
8769,7,2025-01-11,Dinner,853,363.8
8770,7,2025-01-11,Breakfast,2293,386.6
8771,7,2025-01-11,Breakfast,2687,260.9
8772,7,2025-01-11,Dinner,2488,50.9
8773,7,2025-01-11,Dinner,873,103.7
8774,7,2025-01-11,Dinner,1694,275.0
8775,7,2025-01-12,Dinner,2616,55.1
8776,7,2025-01-12,Lunch,1106,363.6
8777,7,2025-01-12,Dinner,1355,44.7
8778,7,2025-01-12,Snack,2548,187.1
8779,7,2025-01-12,Breakfast,2023,240.7
8780,7,2025-01-12,Breakfast,2432,134.0
8781,7,2025-01-12,Breakfast,2198,500.4
8782,7,2025-01-12,Lunch,1983,79.7
8783,7,2025-01-12,Lunch,832,45.2
8784,7,2025-01-13,Lunch,2635,190.4
8785,7,2025-01-13,Snack,870,20.0
8786,7,2025-01-13,Lunch,3023,93.4
8787,7,2025-01-13,Dinner,1100,46.1
8788,7,2025-01-13,Lunch,835,20.0
8789,7,2025-01-13,Breakfast,1111,800.0
8790,7,2025-01-14,Snack,2314,83.2
8791,7,2025-01-14,Dinner,2322,475.5
8792,7,2025-01-14,Breakfast,2132,77.7
8793,7,2025-01-14,Breakfast,1828,596.5
8794,7,2025-01-14,Breakfast,1108,48.5
8795,7,2025-01-14,Breakfast,984,164.3
8796,7,2025-01-14,Dinner,1329,59.2
8797,7,2025-01-14,Breakfast,2064,77.7
8798,7,2025-01-14,Lunch,2378,45.3
8799,7,2025-01-15,Breakfast,1710,133.4
8800,7,2025-01-15,Snack,1542,800.0
8801,7,2025-01-15,Lunch,1748,128.9
8802,7,2025-01-15,Lunch,1401,655.5
8803,7,2025-01-15,Dinner,2212,179.9
8804,7,2025-01-15,Dinner,1647,20.0
8805,7,2025-01-16,Lunch,1675,800.0
8806,7,2025-01-16,Dinner,2081,20.0
8807,7,2025-01-16,Lunch,2278,145.2
8808,7,2025-01-16,Dinner,1576,20.0
8809,7,2025-01-16,Breakfast,2057,40.6
8810,7,2025-01-16,Dinner,2344,278.2
8811,7,2025-01-16,Dinner,1529,195.6
8812,7,2025-01-16,Lunch,2020,82.2
8813,7,2025-01-16,Lunch,886,50.9
8814,7,2025-01-16,Snack,1081,71.7
8815,7,2025-01-17,Breakfast,2754,20.0
8816,7,2025-01-17,Lunch,995,567.8
8817,7,2025-01-17,Dinner,1067,173.4
8818,7,2025-01-17,Dinner,2433,250.0
8819,7,2025-01-17,Breakfast,1866,337.3
8820,7,2025-01-17,Lunch,2528,75.8
8821,7,2025-01-18,Breakfast,982,800.0
8822,7,2025-01-18,Breakfast,2218,40.3
8823,7,2025-01-18,Lunch,2432,130.6
8824,7,2025-01-18,Dinner,1362,68.3
8825,7,2025-01-18,Lunch,2348,164.6
8826,7,2025-01-18,Dinner,2283,173.9
8827,7,2025-01-18,Snack,2064,162.6
8828,7,2025-01-18,Breakfast,1497,43.6
8829,7,2025-01-18,Breakfast,1932,118.7
8830,7,2025-01-18,Lunch,2765,85.8
8831,7,2025-01-19,Breakfast,2490,318.9
8832,7,2025-01-19,Breakfast,1611,716.6
8833,7,2025-01-19,Dinner,881,164.0
8834,7,2025-01-19,Breakfast,1041,293.7
8835,7,2025-01-19,Snack,2339,111.7
8836,7,2025-01-19,Dinner,1634,237.4
8837,7,2025-01-19,Snack,2058,20.4
8838,7,2025-01-20,Lunch,3027,214.9
8839,7,2025-01-20,Lunch,2540,200.1
8840,7,2025-01-20,Breakfast,2611,149.4
8841,7,2025-01-20,Lunch,871,37.8
8842,7,2025-01-20,Dinner,3050,65.3
8843,7,2025-01-20,Lunch,2093,99.5
8844,7,2025-01-21,Breakfast,935,109.5
8845,7,2025-01-21,Lunch,1501,800.0
8846,7,2025-01-21,Lunch,2711,157.6
8847,7,2025-01-21,Lunch,1496,30.1
8848,7,2025-01-21,Dinner,1352,800.0
8849,7,2025-01-21,Snack,1519,39.5
8850,7,2025-01-21,Lunch,2198,288.0
8851,7,2025-01-22,Breakfast,2100,150.4
8852,7,2025-01-22,Lunch,1821,34.9
8853,7,2025-01-22,Snack,1006,549.1
8854,7,2025-01-22,Lunch,3048,52.9
8855,7,2025-01-22,Breakfast,1578,791.9
8856,7,2025-01-22,Dinner,1163,237.8
8857,7,2025-01-22,Lunch,1967,20.0
8858,7,2025-01-22,Dinner,2321,20.0
8859,7,2025-01-22,Lunch,2725,91.5
8860,7,2025-01-22,Dinner,2558,800.0
8861,7,2025-01-23,Lunch,2592,123.4
8862,7,2025-01-23,Breakfast,1115,27.9
8863,7,2025-01-23,Snack,1370,452.5
8864,7,2025-01-23,Breakfast,2525,437.2
8865,7,2025-01-23,Dinner,2706,118.8
8866,7,2025-01-23,Breakfast,893,20.0
8867,7,2025-01-23,Lunch,1911,168.8
8868,7,2025-01-23,Dinner,2723,48.1
8869,7,2025-01-23,Breakfast,1495,255.9
8870,7,2025-01-24,Breakfast,1693,190.4
8871,7,2025-01-24,Snack,1645,66.0
8872,7,2025-01-24,Dinner,1697,328.8
8873,7,2025-01-24,Lunch,2395,785.6
8874,7,2025-01-24,Dinner,2639,71.6
8875,7,2025-01-24,Lunch,1387,800.0
8876,7,2025-01-25,Dinner,916,395.6
8877,7,2025-01-25,Breakfast,1623,35.7
8878,7,2025-01-25,Dinner,1523,148.6
8879,7,2025-01-25,Breakfast,1597,541.8
8880,7,2025-01-25,Breakfast,1760,64.4
8881,7,2025-01-25,Dinner,2748,97.1
8882,7,2025-01-25,Snack,2535,46.3
8883,7,2025-01-26,Lunch,2101,232.9
8884,7,2025-01-26,Lunch,817,23.3
8885,7,2025-01-26,Dinner,957,25.3
8886,7,2025-01-26,Dinner,1524,243.8
8887,7,2025-01-26,Snack,1238,54.0
8888,7,2025-01-26,Breakfast,2502,598.5
8889,7,2025-01-26,Lunch,1229,800.0
8890,7,2025-01-27,Dinner,866,83.7
8891,7,2025-01-27,Snack,917,307.2
8892,7,2025-01-27,Lunch,1653,167.6
8893,7,2025-01-27,Dinner,1334,800.0
8894,7,2025-01-27,Breakfast,1693,71.2
8895,7,2025-01-27,Dinner,2332,20.0
8896,7,2025-01-27,Snack,1898,234.5
8897,7,2025-01-27,Lunch,2390,51.0
8898,7,2025-01-27,Snack,2715,20.0
8899,7,2025-01-28,Lunch,902,185.2
8900,7,2025-01-28,Lunch,2244,164.0
8901,7,2025-01-28,Snack,2088,800.0
8902,7,2025-01-28,Dinner,1247,673.4
8903,7,2025-01-28,Lunch,1226,20.0
8904,7,2025-01-28,Lunch,2466,159.7
8905,7,2025-01-28,Dinner,2245,174.9
8906,7,2025-01-28,Breakfast,1151,101.1
8907,7,2025-01-28,Dinner,2423,298.1
8908,7,2025-01-29,Breakfast,2286,20.0
8909,7,2025-01-29,Lunch,2708,123.5
8910,7,2025-01-29,Lunch,1537,289.9
8911,7,2025-01-29,Snack,2761,68.6
8912,7,2025-01-29,Breakfast,2225,59.2
8913,7,2025-01-29,Breakfast,1774,367.3
8914,7,2025-01-29,Lunch,1235,800.0
8915,7,2025-01-30,Dinner,1961,162.7
8916,7,2025-01-30,Dinner,1717,20.0
8917,7,2025-01-30,Breakfast,1332,23.9
8918,7,2025-01-30,Breakfast,1369,111.2
8919,7,2025-01-30,Dinner,2368,536.6
8920,7,2025-01-30,Lunch,2768,78.1
8921,7,2025-01-30,Snack,1587,27.2
8922,7,2025-01-30,Lunch,2399,800.0
8923,7,2025-01-30,Breakfast,838,114.7
8924,7,2025-01-30,Breakfast,1433,77.4
8925,7,2025-01-31,Snack,3053,169.1
8926,7,2025-01-31,Breakfast,1845,36.0
8927,7,2025-01-31,Lunch,908,224.9
8928,7,2025-01-31,Lunch,1826,86.9
8929,7,2025-01-31,Lunch,1418,79.5
8930,7,2025-01-31,Lunch,1799,34.9
8931,7,2025-01-31,Dinner,2122,800.0
8932,7,2025-01-31,Breakfast,2073,265.9
8933,7,2025-02-01,Snack,1424,800.0
8934,7,2025-02-01,Lunch,2760,26.9
8935,7,2025-02-01,Dinner,1013,181.0
8936,7,2025-02-01,Lunch,2075,377.3
8937,7,2025-02-01,Breakfast,2588,144.5
8938,7,2025-02-01,Breakfast,2716,49.5
8939,7,2025-02-01,Breakfast,2599,172.2
8940,7,2025-02-01,Breakfast,1280,96.8
8941,7,2025-02-01,Dinner,2736,62.8
8942,7,2025-02-02,Lunch,1163,24.4
8943,7,2025-02-02,Dinner,1401,20.0
8944,7,2025-02-02,Dinner,2414,92.6
8945,7,2025-02-02,Lunch,1290,20.0
8946,7,2025-02-02,Lunch,3033,127.1
8947,7,2025-02-02,Dinner,1896,58.4
8948,7,2025-02-02,Breakfast,857,20.0
8949,7,2025-02-02,Breakfast,1388,800.0
8950,7,2025-02-02,Dinner,2381,42.6
8951,7,2025-02-02,Dinner,2652,78.3
8952,7,2025-02-03,Lunch,1840,88.1
8953,7,2025-02-03,Lunch,1986,101.1
8954,7,2025-02-03,Breakfast,1376,405.5
8955,7,2025-02-03,Snack,2222,180.0
8956,7,2025-02-03,Breakfast,2660,20.0
8957,7,2025-02-03,Lunch,2419,282.7
8958,7,2025-02-03,Lunch,1474,800.0
8959,7,2025-02-04,Dinner,1130,222.6
8960,7,2025-02-04,Lunch,1713,101.2
8961,7,2025-02-04,Lunch,1828,206.0
8962,7,2025-02-04,Lunch,2201,36.8
8963,7,2025-02-04,Breakfast,933,102.6
8964,7,2025-02-04,Breakfast,2397,141.5
8965,7,2025-02-04,Snack,2054,394.7
8966,7,2025-02-04,Lunch,859,88.3
8967,7,2025-02-04,Snack,1677,86.7
8968,7,2025-02-05,Dinner,2590,65.1
8969,7,2025-02-05,Lunch,1432,42.3
8970,7,2025-02-05,Breakfast,2261,70.8
8971,7,2025-02-05,Dinner,1238,20.0
8972,7,2025-02-05,Breakfast,886,150.4
8973,7,2025-02-05,Dinner,2138,800.0
8974,7,2025-02-05,Snack,2550,83.5
8975,7,2025-02-05,Dinner,914,303.3
8976,7,2025-02-06,Lunch,2209,513.5
8977,7,2025-02-06,Lunch,2047,800.0
8978,7,2025-02-06,Snack,1326,677.8
8979,7,2025-02-06,Snack,2535,73.6
8980,7,2025-02-06,Breakfast,1251,31.1
8981,7,2025-02-06,Dinner,2702,27.8
8982,7,2025-02-06,Lunch,1329,259.9
8983,7,2025-02-06,Snack,2570,40.8
8984,7,2025-02-06,Lunch,1683,21.9
8985,7,2025-02-06,Dinner,911,216.4
8986,7,2025-02-07,Lunch,3025,90.3
8987,7,2025-02-07,Lunch,1878,132.9
8988,7,2025-02-07,Snack,1224,82.9
8989,7,2025-02-07,Snack,1502,64.7
8990,7,2025-02-07,Snack,1886,46.6
8991,7,2025-02-07,Breakfast,805,106.7
8992,7,2025-02-07,Lunch,1272,404.0
8993,7,2025-02-07,Dinner,945,20.0
8994,7,2025-02-07,Dinner,1670,182.6
8995,7,2025-02-07,Breakfast,2168,800.0
8996,7,2025-02-08,Dinner,1010,167.8
8997,7,2025-02-08,Lunch,1243,181.8
8998,7,2025-02-08,Snack,1619,96.9
8999,7,2025-02-08,Dinner,1149,460.1
9000,7,2025-02-08,Lunch,2762,160.9
9001,7,2025-02-08,Dinner,1380,355.0
9002,7,2025-02-08,Breakfast,856,169.1
9003,7,2025-02-08,Dinner,2281,144.2
9004,7,2025-02-09,Snack,2140,322.0
9005,7,2025-02-09,Snack,1785,38.3
9006,7,2025-02-09,Lunch,1459,800.0
9007,7,2025-02-09,Dinner,1742,218.3
9008,7,2025-02-09,Breakfast,1467,800.0
9009,7,2025-02-09,Lunch,3055,89.6
9010,7,2025-02-09,Snack,2698,63.1
9011,7,2025-02-09,Dinner,2063,298.7
9012,7,2025-02-10,Lunch,2418,188.4
9013,7,2025-02-10,Lunch,1411,20.0
9014,7,2025-02-10,Snack,1124,800.0
9015,7,2025-02-10,Snack,2494,21.8
9016,7,2025-02-10,Lunch,2679,104.6
9017,7,2025-02-10,Lunch,1091,97.3
9018,7,2025-02-11,Snack,815,55.4
9019,7,2025-02-11,Breakfast,1779,57.1
9020,7,2025-02-11,Breakfast,2692,263.3
9021,7,2025-02-11,Lunch,1571,330.3
9022,7,2025-02-11,Dinner,772,179.3
9023,7,2025-02-11,Dinner,1866,20.0
9024,7,2025-02-11,Dinner,1998,800.0
9025,7,2025-02-11,Dinner,2077,169.5
9026,7,2025-02-11,Lunch,937,20.0
9027,7,2025-02-12,Dinner,861,133.3
9028,7,2025-02-12,Dinner,2029,129.2
9029,7,2025-02-12,Breakfast,894,23.8
9030,7,2025-02-12,Breakfast,2307,672.3
9031,7,2025-02-12,Breakfast,2393,217.9
9032,7,2025-02-12,Snack,1412,20.0
9033,7,2025-02-12,Dinner,2291,114.7
9034,7,2025-02-12,Lunch,1107,468.6
9035,7,2025-02-12,Snack,1981,64.8
9036,7,2025-02-12,Breakfast,1680,210.8
9037,7,2025-02-13,Dinner,1665,155.6
9038,7,2025-02-13,Lunch,2440,20.0
9039,7,2025-02-13,Lunch,1559,374.1
9040,7,2025-02-13,Lunch,1238,69.5
9041,7,2025-02-13,Lunch,1497,78.0
9042,7,2025-02-13,Lunch,2636,20.0
9043,7,2025-02-13,Breakfast,2002,324.9
9044,7,2025-02-13,Lunch,1014,228.3
9045,7,2025-02-13,Breakfast,2139,227.6
9046,7,2025-02-13,Breakfast,1964,165.5
9047,7,2025-02-14,Breakfast,2312,159.1
9048,7,2025-02-14,Lunch,1235,800.0
9049,7,2025-02-14,Dinner,1005,800.0
9050,7,2025-02-14,Lunch,2681,454.2
9051,7,2025-02-14,Lunch,1078,20.6
9052,7,2025-02-14,Lunch,2437,40.5
9053,7,2025-02-14,Breakfast,2361,20.0
9054,7,2025-02-15,Dinner,1708,662.1
9055,7,2025-02-15,Breakfast,1219,30.8
9056,7,2025-02-15,Lunch,1361,106.9
9057,7,2025-02-15,Breakfast,1380,800.0
9058,7,2025-02-15,Dinner,2293,285.7
9059,7,2025-02-15,Breakfast,859,20.0
9060,7,2025-02-15,Snack,925,285.6
9061,7,2025-02-16,Breakfast,2193,800.0
9062,7,2025-02-16,Breakfast,1975,196.3
9063,7,2025-02-16,Dinner,1330,131.4
9064,7,2025-02-16,Snack,973,142.9
9065,7,2025-02-16,Dinner,1443,440.4
9066,7,2025-02-16,Lunch,2664,20.0
9067,7,2025-02-17,Dinner,1822,24.3
9068,7,2025-02-17,Lunch,781,20.0
9069,7,2025-02-17,Snack,2337,274.5
9070,7,2025-02-17,Dinner,1246,20.0
9071,7,2025-02-17,Breakfast,869,266.9
9072,7,2025-02-17,Dinner,2679,131.7
9073,7,2025-02-17,Dinner,1446,76.4
9074,7,2025-02-17,Snack,1323,303.2
9075,7,2025-02-17,Breakfast,812,133.5
9076,7,2025-02-17,Lunch,1583,73.3
9077,7,2025-02-18,Lunch,2223,167.1
9078,7,2025-02-18,Lunch,914,137.0
9079,7,2025-02-18,Snack,3024,29.4
9080,7,2025-02-18,Snack,1949,800.0
9081,7,2025-02-18,Lunch,2449,137.3
9082,7,2025-02-18,Dinner,1948,297.4
9083,7,2025-02-18,Breakfast,1364,579.0
9084,7,2025-02-19,Dinner,2374,20.0
9085,7,2025-02-19,Dinner,837,75.6
9086,7,2025-02-19,Breakfast,2748,20.0
9087,7,2025-02-19,Lunch,1250,93.9
9088,7,2025-02-19,Dinner,1478,800.0
9089,7,2025-02-19,Dinner,2221,42.4
9090,7,2025-02-19,Snack,1080,66.3
9091,7,2025-02-20,Lunch,2629,73.8
9092,7,2025-02-20,Lunch,1953,252.9
9093,7,2025-02-20,Snack,2170,98.5
9094,7,2025-02-20,Dinner,2560,424.0
9095,7,2025-02-20,Dinner,1520,119.2
9096,7,2025-02-20,Dinner,1382,20.6
9097,7,2025-02-20,Lunch,2546,104.0
9098,7,2025-02-20,Lunch,3027,33.3
9099,7,2025-02-20,Snack,2083,133.7
9100,7,2025-02-20,Lunch,1130,129.6
9101,7,2025-02-21,Snack,2175,34.8
9102,7,2025-02-21,Dinner,964,73.6
9103,7,2025-02-21,Snack,1723,147.5
9104,7,2025-02-21,Dinner,1017,446.6
9105,7,2025-02-21,Dinner,2126,86.6
9106,7,2025-02-21,Snack,985,103.3
9107,7,2025-02-21,Dinner,878,139.9
9108,7,2025-02-21,Breakfast,973,147.3
9109,7,2025-02-21,Dinner,1437,71.0
9110,7,2025-02-21,Dinner,2769,145.4
9111,7,2025-02-22,Dinner,1430,28.6
9112,7,2025-02-22,Dinner,1234,66.9
9113,7,2025-02-22,Lunch,1428,167.2
9114,7,2025-02-22,Breakfast,1397,800.0
9115,7,2025-02-22,Breakfast,2740,20.0
9116,7,2025-02-22,Dinner,2758,20.0
9117,7,2025-02-22,Lunch,2470,193.9
9118,7,2025-02-22,Snack,1372,28.9
9119,7,2025-02-22,Snack,1831,231.3
9120,7,2025-02-22,Lunch,1183,398.0
9121,7,2025-02-23,Lunch,2329,23.6
9122,7,2025-02-23,Lunch,1358,419.2
9123,7,2025-02-23,Dinner,2724,64.3
9124,7,2025-02-23,Breakfast,1171,391.8
9125,7,2025-02-23,Lunch,2435,142.6
9126,7,2025-02-23,Lunch,1009,444.3
9127,7,2025-02-23,Lunch,2754,32.4
9128,7,2025-02-24,Dinner,1328,41.1
9129,7,2025-02-24,Lunch,2459,235.5
9130,7,2025-02-24,Dinner,2333,347.7
9131,7,2025-02-24,Dinner,1826,746.2
9132,7,2025-02-24,Snack,1787,204.3
9133,7,2025-02-24,Dinner,786,151.3
9134,7,2025-02-24,Snack,778,89.8
9135,7,2025-02-24,Breakfast,988,25.3
9136,7,2025-02-24,Dinner,2693,119.0
9137,7,2025-02-25,Breakfast,961,20.0
9138,7,2025-02-25,Breakfast,1319,690.0
9139,7,2025-02-25,Lunch,1609,800.0
9140,7,2025-02-25,Lunch,1436,20.0
9141,7,2025-02-25,Dinner,1125,20.0
9142,7,2025-02-25,Breakfast,1215,576.2
9143,7,2025-02-26,Dinner,2563,200.8
9144,7,2025-02-26,Dinner,2154,800.0
9145,7,2025-02-26,Lunch,1544,117.6
9146,7,2025-02-26,Lunch,1223,512.0
9147,7,2025-02-26,Breakfast,1364,423.1
9148,7,2025-02-26,Lunch,1444,800.0
9149,7,2025-02-26,Snack,2168,506.3
9150,7,2025-02-27,Snack,1250,59.2
9151,7,2025-02-27,Dinner,873,25.1
9152,7,2025-02-27,Lunch,2027,115.4
9153,7,2025-02-27,Breakfast,2423,670.7
9154,7,2025-02-27,Snack,2105,42.7
9155,7,2025-02-27,Breakfast,2345,800.0
9156,7,2025-02-28,Lunch,1456,800.0
9157,7,2025-02-28,Dinner,2311,116.8
9158,7,2025-02-28,Dinner,927,518.8
9159,7,2025-02-28,Lunch,1889,256.9
9160,7,2025-02-28,Snack,897,203.2
9161,7,2025-02-28,Lunch,3052,20.0
9162,7,2025-02-28,Breakfast,1312,28.7
9163,7,2025-02-28,Lunch,872,28.6
9164,7,2025-02-28,Dinner,1323,40.1
9165,7,2025-03-01,Snack,2305,800.0
9166,7,2025-03-01,Dinner,870,197.9
9167,7,2025-03-01,Breakfast,943,151.1
9168,7,2025-03-01,Lunch,1722,130.9
9169,7,2025-03-01,Breakfast,1296,20.0
9170,7,2025-03-01,Lunch,1868,50.3
9171,7,2025-03-01,Lunch,2339,612.3
9172,7,2025-03-01,Snack,2391,482.8
9173,7,2025-03-01,Snack,2199,20.0
9174,7,2025-03-02,Snack,1512,333.2
9175,7,2025-03-02,Lunch,2554,20.0
9176,7,2025-03-02,Lunch,2357,692.7
9177,7,2025-03-02,Lunch,1490,453.0
9178,7,2025-03-02,Dinner,1739,460.8
9179,7,2025-03-02,Breakfast,1299,140.0
9180,7,2025-03-03,Lunch,1452,263.4
9181,7,2025-03-03,Dinner,1179,20.0
9182,7,2025-03-03,Lunch,1231,20.0
9183,7,2025-03-03,Dinner,2479,96.9
9184,7,2025-03-03,Breakfast,1456,800.0
9185,7,2025-03-03,Snack,2238,283.6
9186,7,2025-03-03,Lunch,1987,442.5
9187,7,2025-03-03,Dinner,1545,426.6
9188,7,2025-03-03,Lunch,2110,391.2
9189,7,2025-03-03,Dinner,1379,800.0
9190,7,2025-03-04,Breakfast,2225,800.0
9191,7,2025-03-04,Lunch,2117,46.7
9192,7,2025-03-04,Dinner,1364,476.3
9193,7,2025-03-04,Lunch,2403,800.0
9194,7,2025-03-04,Breakfast,3065,48.7
9195,7,2025-03-04,Breakfast,1869,136.9
9196,7,2025-03-04,Dinner,1409,20.0
9197,7,2025-03-04,Breakfast,1849,476.3
9198,7,2025-03-04,Lunch,2683,20.0
9199,7,2025-03-05,Lunch,1328,24.1
9200,7,2025-03-05,Dinner,1028,604.3
9201,7,2025-03-05,Breakfast,1276,727.1
9202,7,2025-03-05,Dinner,1068,45.0
9203,7,2025-03-05,Dinner,1172,732.3
9204,7,2025-03-05,Lunch,1700,64.1
9205,7,2025-03-05,Breakfast,2464,156.5
9206,7,2025-03-06,Dinner,1290,38.0
9207,7,2025-03-06,Breakfast,792,210.9
9208,7,2025-03-06,Lunch,1329,209.9
9209,7,2025-03-06,Dinner,1164,373.7
9210,7,2025-03-06,Breakfast,1003,800.0
9211,7,2025-03-06,Dinner,2385,347.0
9212,7,2025-03-07,Lunch,1570,20.0
9213,7,2025-03-07,Dinner,932,231.6
9214,7,2025-03-07,Lunch,2109,800.0
9215,7,2025-03-07,Lunch,2238,530.4
9216,7,2025-03-07,Dinner,2674,20.0
9217,7,2025-03-07,Lunch,1897,123.7
9218,7,2025-03-07,Snack,2588,37.8
9219,7,2025-03-07,Snack,2225,800.0
9220,7,2025-03-08,Lunch,1984,155.1
9221,7,2025-03-08,Lunch,2294,88.2
9222,7,2025-03-08,Breakfast,1405,88.4
9223,7,2025-03-08,Dinner,1593,238.0
9224,7,2025-03-08,Breakfast,2117,800.0
9225,7,2025-03-08,Snack,3031,93.6
9226,7,2025-03-08,Breakfast,2058,21.6
9227,7,2025-03-08,Breakfast,2669,109.8
9228,7,2025-03-09,Breakfast,2036,177.9
9229,7,2025-03-09,Lunch,1582,800.0
9230,7,2025-03-09,Breakfast,2496,208.8
9231,7,2025-03-09,Dinner,1000,100.2
9232,7,2025-03-09,Breakfast,1334,800.0
9233,7,2025-03-09,Breakfast,2465,138.3
9234,7,2025-03-10,Dinner,2735,155.6
9235,7,2025-03-10,Lunch,1029,99.5
9236,7,2025-03-10,Lunch,1480,112.4
9237,7,2025-03-10,Lunch,919,350.7
9238,7,2025-03-10,Breakfast,2171,800.0
9239,7,2025-03-10,Breakfast,1377,135.5
9240,7,2025-03-11,Snack,1547,250.0
9241,7,2025-03-11,Lunch,3035,20.0
9242,7,2025-03-11,Lunch,969,800.0
9243,7,2025-03-11,Breakfast,2249,390.8
9244,7,2025-03-11,Snack,1391,326.4
9245,7,2025-03-11,Lunch,1837,84.2
9246,7,2025-03-11,Dinner,1243,800.0
9247,7,2025-03-11,Breakfast,1691,20.0
9248,7,2025-03-11,Lunch,1001,307.8
9249,7,2025-03-11,Breakfast,2229,163.4
9250,7,2025-03-12,Snack,1327,90.5
9251,7,2025-03-12,Dinner,1628,41.5
9252,7,2025-03-12,Dinner,1959,800.0
9253,7,2025-03-12,Dinner,1462,800.0
9254,7,2025-03-12,Lunch,1518,203.5
9255,7,2025-03-12,Lunch,1738,178.4
9256,7,2025-03-12,Dinner,793,210.8
9257,7,2025-03-13,Lunch,1365,203.4
9258,7,2025-03-13,Lunch,1290,145.8
9259,7,2025-03-13,Dinner,2585,260.2
9260,7,2025-03-13,Snack,1102,88.6
9261,7,2025-03-13,Breakfast,1860,199.6
9262,7,2025-03-13,Lunch,1595,130.8
9263,7,2025-03-13,Dinner,831,20.0
9264,7,2025-03-13,Lunch,1443,141.2
9265,7,2025-03-13,Lunch,1024,800.0
9266,7,2025-03-14,Dinner,2445,32.6
9267,7,2025-03-14,Dinner,1933,84.9
9268,7,2025-03-14,Lunch,2513,24.8
9269,7,2025-03-14,Breakfast,2344,800.0
9270,7,2025-03-14,Snack,2756,134.3
