metric_id,user_id,metric_date,weight_kg,waist_cm,bodyfat_est_pct
606,4,2025-03-07,65.06,83.23,24.84
607,4,2025-03-08,64.99,83.14,24.85
608,4,2025-03-09,64.95,83.21,24.9
609,4,2025-03-10,64.88,83.29,24.86
610,4,2025-03-11,64.82,83.3,24.85
611,4,2025-03-12,64.76,83.15,24.76
612,4,2025-03-13,64.71,83.18,24.71
613,4,2025-03-14,64.61,83.16,24.73
614,4,2025-03-15,64.52,82.99,24.76
615,4,2025-03-16,64.45,83.0,24.75
616,4,2025-03-17,64.41,82.89,24.72
617,4,2025-03-18,64.35,82.85,24.71
618,4,2025-03-19,64.34,82.86,24.65
619,4,2025-03-20,64.29,82.92,24.6
620,4,2025-03-21,64.2,82.94,24.58
621,4,2025-03-22,64.12,82.75,24.58
622,4,2025-03-23,64.06,82.67,24.58
623,4,2025-03-24,63.99,82.63,24.57
624,4,2025-03-25,63.95,82.77,24.63
625,4,2025-03-26,63.88,82.76,24.6
626,4,2025-03-27,63.8,82.66,24.53
627,4,2025-03-28,63.72,82.69,24.45
628,4,2025-03-29,63.66,82.72,24.46
629,4,2025-03-30,63.6,82.65,24.42
630,4,2025-03-31,63.56,82.53,24.41
631,4,2025-04-01,63.45,82.49,24.41
632,4,2025-04-02,63.4,82.34,24.45
633,4,2025-04-03,63.38,82.3,24.51
634,4,2025-04-04,63.31,82.23,24.47
635,4,2025-04-05,63.27,82.09,24.41
636,4,2025-04-06,63.19,81.98,24.37
637,4,2025-04-07,63.18,82.05,24.33
638,4,2025-04-08,63.14,81.97,24.31
639,4,2025-04-09,63.08,81.95,24.23
640,4,2025-04-10,63.01,82.02,24.17
641,4,2025-04-11,62.94,81.95,24.2
642,4,2025-04-12,62.9,81.84,24.22
643,4,2025-04-13,62.83,81.66,24.34
644,4,2025-04-14,62.76,81.57,24.44
645,4,2025-04-15,62.71,81.55,24.45
646,4,2025-04-16,62.66,81.51,24.36
647,4,2025-04-17,62.6,81.6,24.31
648,4,2025-04-18,62.51,81.57,24.23
649,4,2025-04-19,62.45,81.52,24.2
650,4,2025-04-20,62.38,81.56,24.26
651,4,2025-04-21,62.35,81.5,24.2
652,4,2025-04-22,62.27,81.63,24.24
653,4,2025-04-23,62.21,81.5,24.18
654,4,2025-04-24,62.14,81.49,24.21
655,4,2025-04-25,62.08,81.4,24.08
656,4,2025-04-26,62.02,81.4,24.11
657,4,2025-04-27,61.93,81.47,24.03
658,4,2025-04-28,61.87,81.51,23.96
659,4,2025-04-29,61.81,81.38,23.9
660,4,2025-04-30,61.78,81.31,23.86
661,4,2025-05-01,61.74,81.27,23.8
662,4,2025-05-02,61.72,81.22,23.85
663,4,2025-05-03,61.67,81.23,23.81
664,4,2025-05-04,61.57,81.18,23.77
665,4,2025-05-05,61.51,81.06,23.77
666,4,2025-05-06,61.45,81.1,23.74
667,4,2025-05-07,61.37,81.05,23.72
668,4,2025-05-08,61.28,80.98,23.67
669,4,2025-05-09,61.17,80.76,23.67
670,4,2025-05-10,61.13,80.82,23.73
671,4,2025-05-11,61.08,80.87,23.8
672,4,2025-05-12,61.04,80.95,23.73
673,4,2025-05-13,60.93,80.85,23.68
674,4,2025-05-14,60.85,80.77,23.69
675,4,2025-05-15,60.78,80.89,23.66
676,4,2025-05-16,60.74,80.85,23.65
677,4,2025-05-17,60.68,80.85,23.6
678,4,2025-05-18,60.63,80.95,23.54
679,4,2025-05-19,60.56,80.97,23.56
680,4,2025-05-20,60.48,80.98,23.57
681,4,2025-05-21,60.41,80.86,23.7
682,4,2025-05-22,60.37,80.91,23.74
683,4,2025-05-23,60.3,80.8,23.73
684,4,2025-05-24,60.26,80.89,23.78
685,4,2025-05-25,60.19,80.9,23.74
686,4,2025-05-26,60.09,80.86,23.76
687,4,2025-05-27,60.05,80.79,23.72
688,4,2025-05-28,60.0,80.85,23.67
689,4,2025-05-29,59.94,80.73,23.63
690,4,2025-05-30,59.82,80.59,23.62
691,4,2025-05-31,59.76,80.53,23.68
692,4,2025-06-01,59.7,80.46,23.72
693,4,2025-06-02,59.66,80.48,23.76
694,4,2025-06-03,59.56,80.4,23.73
695,4,2025-06-04,59.49,80.31,23.67
696,4,2025-06-05,59.45,80.36,23.7
697,4,2025-06-06,59.36,80.38,23.73
698,4,2025-06-07,59.3,80.32,23.72
699,4,2025-06-08,59.2,80.27,23.72
700,4,2025-06-09,59.14,80.21,23.64
701,4,2025-06-10,59.06,80.18,23.68
702,4,2025-06-11,59.03,80.22,23.59
703,4,2025-06-12,58.98,80.34,23.51
704,4,2025-06-13,58.91,80.29,23.48
705,4,2025-06-14,58.88,80.33,23.45
706,4,2025-06-15,58.79,80.18,23.45
707,4,2025-06-16,58.74,80.13,23.44
708,4,2025-06-17,58.69,80.03,23.51
709,4,2025-06-18,58.6,79.98,23.46
710,4,2025-06-19,58.54,79.87,23.45
711,4,2025-06-20,58.47,79.82,23.51
712,4,2025-06-21,58.4,79.84,23.49
713,4,2025-06-22,58.34,79.7,23.47
714,4,2025-06-23,58.3,79.58,23.45
715,4,2025-06-24,58.23,79.53,23.46
716,4,2025-06-25,58.15,79.49,23.47
717,4,2025-06-26,58.12,79.38,23.4
718,4,2025-06-27,58.07,79.4,23.32
719,4,2025-06-28,58.02,79.36,23.35
720,4,2025-06-29,57.97,79.35,23.37
721,5,2025-01-01,49.88,79.96,12.96
722,5,2025-01-02,49.83,79.83,12.92
723,5,2025-01-03,49.78,79.92,12.96
724,5,2025-01-04,49.73,79.89,12.97
725,5,2025-01-05,49.69,79.93,12.95
726,5,2025-01-06,49.66,79.86,12.96
727,5,2025-01-07,49.65,79.78,12.84
728,5,2025-01-08,49.62,79.78,12.82
729,5,2025-01-09,49.57,79.85,12.8
730,5,2025-01-10,49.54,79.93,12.87
731,5,2025-01-11,49.5,79.96,12.84
732,5,2025-01-12,49.48,79.82,12.77
733,5,2025-01-13,49.46,79.78,12.74
734,5,2025-01-14,49.41,79.83,12.69
735,5,2025-01-15,49.36,79.65,12.67
736,5,2025-01-16,49.32,79.7,12.67
737,5,2025-01-17,49.27,79.69,12.68
738,5,2025-01-18,49.25,79.63,12.68
739,5,2025-01-19,49.2,79.55,12.6
740,5,2025-01-20,49.16,79.48,12.69
741,5,2025-01-21,49.13,79.47,12.75
742,5,2025-01-22,49.09,79.49,12.64
743,5,2025-01-23,49.07,79.4,12.73
744,5,2025-01-24,49.04,79.34,12.75
745,5,2025-01-25,49.0,79.4,12.74
746,5,2025-01-26,48.97,79.31,12.71
747,5,2025-01-27,48.93,79.36,12.74
748,5,2025-01-28,48.92,79.36,12.77
749,5,2025-01-29,48.88,79.38,12.69
750,5,2025-01-30,48.85,79.46,12.72
751,5,2025-01-31,48.82,79.44,12.69
752,5,2025-02-01,48.79,79.28,12.69
753,5,2025-02-02,48.77,79.27,12.68
754,5,2025-02-03,48.73,79.25,12.69
755,5,2025-02-04,48.68,79.29,12.65
756,5,2025-02-05,48.66,79.27,12.65
757,5,2025-02-06,48.61,79.2,12.6
758,5,2025-02-07,48.6,79.21,12.6
759,5,2025-02-08,48.59,79.29,12.58
760,5,2025-02-09,48.55,79.35,12.56
761,5,2025-02-10,48.52,79.3,12.62
762,5,2025-02-11,48.48,79.12,12.64
763,5,2025-02-12,48.45,79.19,12.64
764,5,2025-02-13,48.42,79.07,12.69
765,5,2025-02-14,48.38,79.02,12.71
766,5,2025-02-15,48.37,78.96,12.74
767,5,2025-02-16,48.33,78.91,12.7
768,5,2025-02-17,48.3,78.84,12.63
769,5,2025-02-18,48.3,78.67,12.72
770,5,2025-02-19,48.27,78.62,12.67
771,5,2025-02-20,48.23,78.64,12.72
772,5,2025-02-21,48.21,78.61,12.76
773,5,2025-02-22,48.2,78.56,12.76
774,5,2025-02-23,48.18,78.57,12.82
775,5,2025-02-24,48.15,78.44,12.76
776,5,2025-02-25,48.12,78.26,12.82
777,5,2025-02-26,48.11,78.23,12.83
778,5,2025-02-27,48.06,78.18,12.85
779,5,2025-02-28,48.05,78.1,12.91
780,5,2025-03-01,48.03,78.21,12.92
781,5,2025-03-02,47.99,78.15,12.84
782,5,2025-03-03,47.96,78.08,12.9
783,5,2025-03-04,47.93,77.93,12.91
784,5,2025-03-05,47.91,77.8,12.98
785,5,2025-03-06,47.89,77.7,13.07
786,5,2025-03-07,47.87,77.58,13.08
787,5,2025-03-08,47.83,77.61,13.13
788,5,2025-03-09,47.8,77.58,13.18
789,5,2025-03-10,47.78,77.43,13.14
790,5,2025-03-11,47.76,77.4,13.13
791,5,2025-03-12,47.73,77.28,13.1
792,5,2025-03-13,47.69,77.28,13.11
793,5,2025-03-14,47.67,77.28,13.06
794,5,2025-03-15,47.66,77.45,13.17
795,5,2025-03-16,47.62,77.48,13.15
796,5,2025-03-17,47.6,77.42,13.12
797,5,2025-03-18,47.57,77.38,13.02
798,5,2025-03-19,47.53,77.24,13.03
799,5,2025-03-20,47.51,77.21,13.0
800,5,2025-03-21,47.47,77.15,13.0
801,5,2025-03-22,47.45,77.12,13.01
802,5,2025-03-23,47.44,76.97,13.03
803,5,2025-03-24,47.39,76.96,13.01
804,5,2025-03-25,47.34,76.85,12.9
805,5,2025-03-26,47.32,76.84,12.98
806,5,2025-03-27,47.28,76.62,12.97
807,5,2025-03-28,47.24,76.55,13.01
808,5,2025-03-29,47.2,76.53,13.05
809,5,2025-03-30,47.16,76.6,13.06
810,5,2025-03-31,47.11,76.51,13.07
811,5,2025-04-01,47.07,76.41,13.07
812,5,2025-04-02,47.05,76.59,13.07
813,5,2025-04-03,47.03,76.58,13.07
814,5,2025-04-04,47.0,76.6,13.06
815,5,2025-04-05,46.95,76.54,13.07
816,5,2025-04-06,46.92,76.48,13.01
817,5,2025-04-07,46.88,76.43,13.01
818,5,2025-04-08,46.85,76.41,13.01
819,5,2025-04-09,46.81,76.34,13.02
820,5,2025-04-10,46.78,76.4,12.95
821,5,2025-04-11,46.74,76.37,12.97
822,5,2025-04-12,46.71,76.34,12.98
823,5,2025-04-13,46.68,76.3,12.87
824,5,2025-04-14,46.65,76.38,12.8
825,5,2025-04-15,46.62,76.44,12.7
826,5,2025-04-16,46.58,76.28,12.62
827,5,2025-04-17,46.55,76.25,12.6
828,5,2025-04-18,46.53,76.32,12.55
829,5,2025-04-19,46.49,76.1,12.53
830,5,2025-04-20,46.46,76.22,12.55
831,5,2025-04-21,46.42,76.16,12.51
832,5,2025-04-22,46.38,76.06,12.49
833,5,2025-04-23,46.34,76.11,12.41
834,5,2025-04-24,46.3,76.07,12.35
835,5,2025-04-25,46.27,75.97,12.32
836,5,2025-04-26,46.24,75.96,12.33
837,5,2025-04-27,46.2,75.8,12.24
838,5,2025-04-28,46.17,75.74,12.21
839,5,2025-04-29,46.12,75.83,12.27
840,5,2025-04-30,46.1,75.76,12.22
841,5,2025-05-01,46.09,75.88,12.24
842,5,2025-05-02,46.06,75.77,12.21
843,5,2025-05-03,46.02,75.7,12.21
844,5,2025-05-04,45.99,75.68,12.13
845,5,2025-05-05,45.96,75.56,12.08
846,5,2025-05-06,45.93,75.57,12.08
847,5,2025-05-07,45.91,75.65,12.04
848,5,2025-05-08,45.87,75.73,12.02
849,5,2025-05-09,45.83,75.72,11.96
850,5,2025-05-10,45.81,75.7,11.97
851,5,2025-05-11,45.78,75.66,11.93
852,5,2025-05-12,45.75,75.62,11.88
853,5,2025-05-13,45.72,75.53,11.91
854,5,2025-05-14,45.69,75.58,11.94
855,5,2025-05-15,45.67,75.5,11.94
856,5,2025-05-16,45.63,75.45,11.93
857,5,2025-05-17,45.59,75.38,11.91
858,5,2025-05-18,45.55,75.32,11.88
859,5,2025-05-19,45.53,75.22,11.85
860,5,2025-05-20,45.48,75.26,11.79
861,5,2025-05-21,45.44,75.16,11.79
862,5,2025-05-22,45.4,74.95,11.8
863,5,2025-05-23,45.37,74.87,11.77
864,5,2025-05-24,45.34,74.85,11.78
865,5,2025-05-25,45.31,74.76,11.79
866,5,2025-05-26,45.28,74.86,11.82
867,5,2025-05-27,45.24,74.84,11.84
868,5,2025-05-28,45.21,74.76,11.92
869,5,2025-05-29,45.18,74.72,11.9
870,5,2025-05-30,45.13,74.74,11.84
871,5,2025-05-31,45.09,74.6,11.81
872,5,2025-06-01,45.06,74.63,11.77
873,5,2025-06-02,45.04,74.78,11.65
874,5,2025-06-03,45.03,74.87,11.69
875,5,2025-06-04,45.02,74.8,11.7
876,5,2025-06-05,44.99,74.85,11.61
877,5,2025-06-06,44.94,74.81,11.55
878,5,2025-06-07,44.92,74.71,11.58
879,5,2025-06-08,44.9,74.69,11.58
880,5,2025-06-09,44.85,74.73,11.53
881,5,2025-06-10,44.84,74.66,11.53
882,5,2025-06-11,44.8,74.51,11.46
883,5,2025-06-12,44.77,74.32,11.4
884,5,2025-06-13,44.72,74.33,11.45
885,5,2025-06-14,44.68,74.35,11.43
886,5,2025-06-15,44.64,74.31,11.36
887,5,2025-06-16,44.59,74.39,11.38
888,5,2025-06-17,44.55,74.42,11.36
889,5,2025-06-18,44.53,74.38,11.34
890,5,2025-06-19,44.5,74.3,11.37
891,5,2025-06-20,44.46,74.3,11.36
892,5,2025-06-21,44.42,74.31,11.34
893,5,2025-06-22,44.38,74.23,11.3
894,5,2025-06-23,44.34,74.2,11.21
895,5,2025-06-24,44.32,74.1,11.24
896,5,2025-06-25,44.28,74.01,11.2
897,5,2025-06-26,44.24,73.8,11.17
898,5,2025-06-27,44.2,73.68,11.22
899,5,2025-06-28,44.18,73.64,11.21
900,5,2025-06-29,44.14,73.6,11.27
901,6,2025-01-01,94.74,80.83,23.3
902,6,2025-01-02,94.75,80.78,23.35
903,6,2025-01-03,94.68,80.76,23.27
904,6,2025-01-04,94.65,80.58,23.14
905,6,2025-01-05,94.59,80.43,23.12
906,6,2025-01-06,94.49,80.35,23.16
907,6,2025-01-07,94.44,80.34,23.14
908,6,2025-01-08,94.39,80.25,23.09
909,6,2025-01-09,94.31,80.15,23.05
910,6,2025-01-10,94.3,80.17,23.09
911,6,2025-01-11,94.22,80.08,23.12
912,6,2025-01-12,94.16,80.07,23.15
913,6,2025-01-13,94.14,80.16,23.17
914,6,2025-01-14,94.09,80.04,23.13
915,6,2025-01-15,93.97,79.92,23.06
916,6,2025-01-16,93.9,79.91,23.03
917,6,2025-01-17,93.89,79.97,23.07
918,6,2025-01-18,93.82,79.88,23.06
919,6,2025-01-19,93.73,79.81,22.98
920,6,2025-01-20,93.65,79.74,23.03
921,6,2025-01-21,93.59,79.7,22.97
922,6,2025-01-22,93.55,79.72,23.0
923,6,2025-01-23,93.54,79.71,22.89
924,6,2025-01-24,93.5,79.54,22.84
925,6,2025-01-25,93.45,79.51,22.79
926,6,2025-01-26,93.43,79.4,22.71
927,6,2025-01-27,93.34,79.27,22.67
928,6,2025-01-28,93.27,79.21,22.71
929,6,2025-01-29,93.19,79.17,22.73
930,6,2025-01-30,93.12,79.25,22.79
931,6,2025-01-31,93.08,79.19,22.84
932,6,2025-02-01,93.07,79.08,22.84
933,6,2025-02-02,93.02,79.08,22.75
934,6,2025-02-03,92.93,78.95,22.79
935,6,2025-02-04,92.92,78.89,22.79
936,6,2025-02-05,92.92,78.8,22.8
937,6,2025-02-06,92.89,78.84,22.72
938,6,2025-02-07,92.8,78.66,22.74
939,6,2025-02-08,92.72,78.64,22.77
940,6,2025-02-09,92.67,78.68,22.71
941,6,2025-02-10,92.66,78.52,22.74
942,6,2025-02-11,92.6,78.41,22.67
943,6,2025-02-12,92.52,78.37,22.61
944,6,2025-02-13,92.52,78.41,22.49
945,6,2025-02-14,92.48,78.26,22.5
946,6,2025-02-15,92.43,78.07,22.54
947,6,2025-02-16,92.38,77.97,22.44
948,6,2025-02-17,92.33,77.81,22.33
949,6,2025-02-18,92.28,77.72,22.39
950,6,2025-02-19,92.27,77.6,22.44
951,6,2025-02-20,92.24,77.66,22.34
952,6,2025-02-21,92.23,77.69,22.33
953,6,2025-02-22,92.19,77.58,22.32
954,6,2025-02-23,92.15,77.57,22.4
955,6,2025-02-24,92.15,77.69,22.37
956,6,2025-02-25,92.13,77.7,22.39
957,6,2025-02-26,92.08,77.67,22.36
958,6,2025-02-27,92.0,77.58,22.32
959,6,2025-02-28,91.93,77.58,22.37
960,6,2025-03-01,91.88,77.42,22.27
961,6,2025-03-02,91.83,77.29,22.37
962,6,2025-03-03,91.79,77.33,22.36
963,6,2025-03-04,91.73,77.37,22.31
964,6,2025-03-05,91.66,77.35,22.33
965,6,2025-03-06,91.59,77.39,22.25
966,6,2025-03-07,91.56,77.32,22.22
967,6,2025-03-08,91.52,77.25,22.24
968,6,2025-03-09,91.43,77.24,22.24
969,6,2025-03-10,91.43,77.13,22.17
970,6,2025-03-11,91.42,77.12,22.21
971,6,2025-03-12,91.3,77.04,22.17
972,6,2025-03-13,91.25,76.94,22.19
973,6,2025-03-14,91.19,76.87,22.18
974,6,2025-03-15,91.1,76.89,22.14
975,6,2025-03-16,91.04,76.85,22.14
976,6,2025-03-17,90.96,76.77,22.11
977,6,2025-03-18,90.95,76.77,22.16
978,6,2025-03-19,90.9,76.89,22.16
979,6,2025-03-20,90.83,77.01,22.16
980,6,2025-03-21,90.82,77.07,22.11
981,6,2025-03-22,90.75,77.01,22.07
982,6,2025-03-23,90.71,76.97,22.09
983,6,2025-03-24,90.69,76.94,22.09
984,6,2025-03-25,90.64,76.88,22.08
985,6,2025-03-26,90.6,76.84,22.14
986,6,2025-03-27,90.5,76.72,22.13
987,6,2025-03-28,90.47,76.74,22.21
988,6,2025-03-29,90.39,76.58,22.18
989,6,2025-03-30,90.32,76.45,22.15
990,6,2025-03-31,90.33,76.44,22.07
991,6,2025-04-01,90.3,76.31,21.98
992,6,2025-04-02,90.27,76.23,21.98
993,6,2025-04-03,90.23,76.07,22.03
994,6,2025-04-04,90.2,76.02,22.02
995,6,2025-04-05,90.18,76.09,22.01
996,6,2025-04-06,90.17,76.07,21.97
997,6,2025-04-07,90.14,75.89,21.94
998,6,2025-04-08,90.15,75.85,21.88
999,6,2025-04-09,90.09,75.89,21.86
1000,6,2025-04-10,90.04,75.98,21.91
1001,6,2025-04-11,90.02,76.02,21.79
1002,6,2025-04-12,89.99,75.85,21.84
1003,6,2025-04-13,89.94,75.77,21.82
1004,6,2025-04-14,89.88,75.59,21.79
1005,6,2025-04-15,89.82,75.46,21.69
1006,6,2025-04-16,89.8,75.59,21.75
1007,6,2025-04-17,89.81,75.56,21.75
1008,6,2025-04-18,89.78,75.57,21.7
1009,6,2025-04-19,89.75,75.47,21.72
1010,6,2025-04-20,89.72,75.54,21.67
1011,6,2025-04-21,89.71,75.65,21.6
1012,6,2025-04-22,89.68,75.57,21.58
1013,6,2025-04-23,89.58,75.41,21.48
1014,6,2025-04-24,89.51,75.3,21.51
1015,6,2025-04-25,89.4,75.33,21.49
1016,6,2025-04-26,89.31,75.09,21.51
1017,6,2025-04-27,89.28,74.94,21.51
1018,6,2025-04-28,89.25,75.02,21.46
1019,6,2025-04-29,89.16,74.95,21.42
1020,6,2025-04-30,89.1,74.79,21.36
1021,6,2025-05-01,89.12,74.71,21.39
1022,6,2025-05-02,89.09,74.64,21.4
1023,6,2025-05-03,89.03,74.61,21.45
1024,6,2025-05-04,88.99,74.65,21.4
1025,6,2025-05-05,88.86,74.54,21.41
1026,6,2025-05-06,88.8,74.49,21.37
1027,6,2025-05-07,88.78,74.45,21.4
1028,6,2025-05-08,88.73,74.43,21.43
1029,6,2025-05-09,88.73,74.42,21.42
1030,6,2025-05-10,88.65,74.4,21.45
1031,6,2025-05-11,88.61,74.25,21.44
1032,6,2025-05-12,88.57,74.14,21.41
1033,6,2025-05-13,88.54,74.11,21.39
1034,6,2025-05-14,88.5,73.97,21.36
1035,6,2025-05-15,88.48,74.01,21.37
1036,6,2025-05-16,88.42,73.96,21.35
1037,6,2025-05-17,88.37,73.93,21.31
1038,6,2025-05-18,88.34,73.92,21.25
1039,6,2025-05-19,88.3,73.99,21.33
1040,6,2025-05-20,88.26,73.81,21.33
1041,6,2025-05-21,88.18,73.63,21.32
1042,6,2025-05-22,88.13,73.61,21.31
1043,6,2025-05-23,88.08,73.41,21.39
1044,6,2025-05-24,88.03,73.36,21.25
1045,6,2025-05-25,87.99,73.36,21.25
1046,6,2025-05-26,87.94,73.26,21.26
1047,6,2025-05-27,87.92,73.15,21.3
1048,6,2025-05-28,87.85,73.1,21.31
1049,6,2025-05-29,87.87,73.1,21.33
1050,6,2025-05-30,87.87,73.08,21.3
1051,6,2025-05-31,87.85,73.0,21.22
1052,6,2025-06-01,87.85,73.12,21.24
1053,6,2025-06-02,87.84,72.96,21.26
1054,6,2025-06-03,87.8,72.83,21.23
1055,6,2025-06-04,87.79,72.86,21.22
1056,6,2025-06-05,87.75,72.76,21.25
1057,6,2025-06-06,87.69,72.8,21.23
1058,6,2025-06-07,87.65,72.87,21.24
1059,6,2025-06-08,87.59,72.8,21.24
1060,6,2025-06-09,87.58,72.81,21.2
1061,6,2025-06-10,87.49,72.85,21.29
1062,6,2025-06-11,87.43,72.73,21.29
1063,6,2025-06-12,87.39,72.81,21.21
1064,6,2025-06-13,87.36,72.72,21.15
1065,6,2025-06-14,87.31,72.69,21.13
1066,6,2025-06-15,87.24,72.63,21.08
1067,6,2025-06-16,87.19,72.51,21.1
1068,6,2025-06-17,87.13,72.43,21.04
1069,6,2025-06-18,87.05,72.27,21.12
1070,6,2025-06-19,87.01,72.24,21.06
1071,6,2025-06-20,86.95,72.04,21.05
1072,6,2025-06-21,86.85,71.92,21.02
1073,6,2025-06-22,86.79,71.91,21.02
1074,6,2025-06-23,86.73,71.98,20.88
1075,6,2025-06-24,86.73,72.0,20.82
1076,6,2025-06-25,86.69,71.97,20.79
1077,6,2025-06-26,86.65,72.0,20.76
1078,6,2025-06-27,86.57,71.99,20.74
1079,6,2025-06-28,86.57,71.96,20.76
1080,6,2025-06-29,86.48,72.02,20.8
1081,7,2025-01-01,98.1,79.04,11.57
1082,7,2025-01-02,98.09,79.02,11.58
1083,7,2025-01-03,98.06,79.04,11.59
1084,7,2025-01-04,98.02,79.11,11.64
1085,7,2025-01-05,97.93,79.13,11.63
1086,7,2025-01-06,97.84,79.08,11.53
1087,7,2025-01-07,97.76,78.95,11.6
1088,7,2025-01-08,97.71,78.81,11.55
1089,7,2025-01-09,97.65,78.75,11.56
1090,7,2025-01-10,97.58,78.7,11.52
1091,7,2025-01-11,97.52,78.64,11.51
1092,7,2025-01-12,97.5,78.64,11.51
1093,7,2025-01-13,97.45,78.65,11.5
1094,7,2025-01-14,97.36,78.58,11.43
1095,7,2025-01-15,97.33,78.47,11.43
1096,7,2025-01-16,97.25,78.36,11.36
1097,7,2025-01-17,97.18,78.38,11.29
1098,7,2025-01-18,97.16,78.35,11.25
1099,7,2025-01-19,97.1,78.32,11.22
1100,7,2025-01-20,97.06,78.25,11.17
1101,7,2025-01-21,97.04,78.15,11.21
1102,7,2025-01-22,97.03,78.12,11.18
1103,7,2025-01-23,96.99,78.04,11.26
1104,7,2025-01-24,96.92,77.89,11.25
1105,7,2025-01-25,96.85,77.85,11.21
1106,7,2025-01-26,96.84,77.78,11.23
1107,7,2025-01-27,96.73,77.65,11.31
1108,7,2025-01-28,96.71,77.64,11.25
1109,7,2025-01-29,96.66,77.46,11.27
1110,7,2025-01-30,96.59,77.48,11.32
1111,7,2025-01-31,96.5,77.22,11.27
1112,7,2025-02-01,96.42,77.11,11.29
1113,7,2025-02-02,96.32,77.07,11.32
1114,7,2025-02-03,96.3,77.09,11.34
1115,7,2025-02-04,96.25,77.1,11.37
1116,7,2025-02-05,96.2,76.85,11.37
1117,7,2025-02-06,96.14,76.92,11.32
1118,7,2025-02-07,96.05,76.7,11.33
1119,7,2025-02-08,95.96,76.66,11.34
1120,7,2025-02-09,95.91,76.66,11.32
1121,7,2025-02-10,95.92,76.71,11.34
1122,7,2025-02-11,95.94,76.93,11.3
1123,7,2025-02-12,95.89,76.94,11.25
1124,7,2025-02-13,95.81,76.81,11.18
1125,7,2025-02-14,95.69,76.7,11.18
1126,7,2025-02-15,95.63,76.59,11.18
1127,7,2025-02-16,95.61,76.51,11.15
1128,7,2025-02-17,95.49,76.32,11.12
1129,7,2025-02-18,95.38,76.2,11.07
1130,7,2025-02-19,95.25,76.16,10.99
1131,7,2025-02-20,95.21,76.27,10.97
1132,7,2025-02-21,95.1,76.07,10.96
1133,7,2025-02-22,95.08,75.92,11.0
1134,7,2025-02-23,94.98,75.71,10.99
1135,7,2025-02-24,94.91,75.59,10.98
1136,7,2025-02-25,94.9,75.62,10.92
1137,7,2025-02-26,94.84,75.49,10.87
1138,7,2025-02-27,94.73,75.35,10.87
1139,7,2025-02-28,94.69,75.29,10.88
1140,7,2025-03-01,94.63,75.3,10.89
1141,7,2025-03-02,94.52,75.27,10.81
1142,7,2025-03-03,94.5,75.19,10.82
1143,7,2025-03-04,94.46,75.07,10.77
1144,7,2025-03-05,94.39,74.94,10.8
1145,7,2025-03-06,94.32,74.76,10.78
1146,7,2025-03-07,94.3,74.63,10.86
1147,7,2025-03-08,94.32,74.66,10.83
1148,7,2025-03-09,94.3,74.63,10.82
1149,7,2025-03-10,94.25,74.54,10.86
1150,7,2025-03-11,94.2,74.39,10.79
1151,7,2025-03-12,94.18,74.25,10.69
1152,7,2025-03-13,94.11,74.22,10.73
1153,7,2025-03-14,94.01,74.14,10.77
1154,7,2025-03-15,94.02,74.04,10.76
1155,7,2025-03-16,94.02,74.12,10.7
1156,7,2025-03-17,93.93,74.06,10.75
1157,7,2025-03-18,93.92,73.97,10.8
1158,7,2025-03-19,93.79,73.82,10.79
1159,7,2025-03-20,93.68,73.76,10.76
1160,7,2025-03-21,93.61,73.68,10.72
1161,7,2025-03-22,93.53,73.69,10.7
1162,7,2025-03-23,93.48,73.8,10.62
1163,7,2025-03-24,93.42,73.6,10.62
1164,7,2025-03-25,93.37,73.49,10.65
1165,7,2025-03-26,93.32,73.38,10.57
1166,7,2025-03-27,93.19,73.32,10.49
1167,7,2025-03-28,93.14,73.26,10.6
1168,7,2025-03-29,93.09,73.41,10.55
1169,7,2025-03-30,93.04,73.4,10.47
1170,7,2025-03-31,93.0,73.34,10.47
1171,7,2025-04-01,92.9,73.36,10.53
1172,7,2025-04-02,92.82,73.39,10.55
1173,7,2025-04-03,92.72,73.39,10.49
1174,7,2025-04-04,92.72,73.26,10.47
1175,7,2025-04-05,92.65,72.99,10.45
1176,7,2025-04-06,92.56,72.9,10.42
1177,7,2025-04-07,92.47,72.85,10.41
1178,7,2025-04-08,92.45,72.87,10.41
1179,7,2025-04-09,92.38,72.93,10.29
1180,7,2025-04-10,92.31,72.82,10.34
1181,7,2025-04-11,92.24,72.84,10.28
1182,7,2025-04-12,92.2,72.77,10.29
1183,7,2025-04-13,92.14,72.61,10.3
1184,7,2025-04-14,92.07,72.46,10.29
1185,7,2025-04-15,92.06,72.38,10.28
1186,7,2025-04-16,91.99,72.26,10.26
1187,7,2025-04-17,91.95,72.34,10.22
1188,7,2025-04-18,91.91,72.45,10.32
1189,7,2025-04-19,91.86,72.37,10.38
1190,7,2025-04-20,91.79,72.24,10.37
1191,7,2025-04-21,91.7,72.32,10.3
1192,7,2025-04-22,91.58,72.13,10.21
1193,7,2025-04-23,91.55,72.21,10.25
1194,7,2025-04-24,91.47,72.2,10.23
1195,7,2025-04-25,91.4,72.09,10.18
1196,7,2025-04-26,91.39,72.14,10.15
1197,7,2025-04-27,91.43,72.27,10.08
1198,7,2025-04-28,91.42,72.03,10.16
1199,7,2025-04-29,91.37,71.93,10.11
1200,7,2025-04-30,91.32,71.88,10.02
1201,7,2025-05-01,91.26,71.86,10.07
1202,7,2025-05-02,91.22,71.8,10.01
1203,7,2025-05-03,91.2,71.84,10.11
